identifier,labels,text,en,es-CO,de,fr-CA,nl,de-CH,es-AR,en-GH
RespondentRelationship,parent_survey_child,Step-mother,Step-mother,Madrastra,Stiefmutter,Belle-mère,Stiefmoeder,Stiefmutter,Madrastra,Step-mother
RespondentRelationship,parent_survey_child,Step-father,Step-father,Padrastro,Stiefvater,Beau-père,Stiefvader,Stiefvater,Padrastro,Step-father
RespondentRelationship,parent_survey_child,,,,,,,,,
RespondentRelationship,parent_survey_child,,,,,,,,,
RespondentRelationship,parent_survey_child,Foster Parent,Foster Parent,Padre de acogida,Pflegeeltern,Parent d'accueil,Pleegouder,Pflegeeltern,Padre de acogida,Foster Parent
RespondentRelationship,parent_survey_child,Other Relative,Other Relative,Otro familiar,Andere Verwandte,Autre parenté,Ander familielid,Andere Verwandte,Otro familiar,Other Relative
RespondentRelationship,parent_survey_child,Other Non-Relative,Other Non-Relative,Otro no familiar,Andere Nicht-Verwandte,Autre non-parenté,Ander niet-familielid,Andere Nicht-Verwandte,Otro no familiar,Other Non-Relative
RespondentRelationshipOtherSpecify,parent_survey_child,Please specify your relationship to the child.,Please specify your relationship to the child.,Especifique su relación con el niño.,Bitte geben Sie Ihre Beziehung zu dem Kind an.,Veuillez spécifier votre relation avec l'enfant.,Geef alstublieft aan wat uw relatie tot het kind is.,Bitte geben Sie Ihre Beziehung zu dem Kind an.,Especifique su relación con el niño.,Please specify your relationship to the child.
RespondentTimeCaring,parent_survey_child,Geef alstublieft aan hoe lang u al voor dit kind zorgt.,Geef alstublieft aan hoe lang u al voor dit kind zorgt.,Indique durante cuánto tiempo ha cuidado de este niño(a).,"Bitte geben Sie an, wie lange Sie dieses Kind bereits betreuen.",Veuillez indiquer depuis combien de temps vous vous occupez de cet enfant.,Veuillez indiquer depuis combien de temps vous vous occupez de cet enfant.," wie lange Sie dieses Kind bereits betreuen.""",Indique durante cuánto tiempo ha cuidado de este niño(a).," wie lange Sie dieses Kind bereits betreuen."""
RespondentTimeCaring,parent_survey_child,years,years,años,Jahre,années,jaren,Jahre,años,years
RespondentTimeCaring,parent_survey_child,years,years,años,Jahre,années,jaren,Jahre,años,years
RespondentTimeCaringYears,parent_survey_child,months,months,meses,Monate,mois,maanden,Monate,meses,months
RespondentTimeCaringYears,parent_survey_child,months,months,meses,Monate,mois,maanden,Monate,meses,months
ChildAgeYears,parent_survey_child,What is your child's current age in years?,What is your child's current age in years?,¿Cuál es la edad ACTUAL de su hijo(a) en años?,Wie alt ist Ihr Kind derzeit in Jahren?,Quel est l'âge actuel de votre enfant en années?,Wat is de huidige leeftijd van uw kind in jaren?,Wie alt ist Ihr Kind derzeit in Jahren?,¿Cuál es la edad ACTUAL de su hijo(a) en años?,What is your child's current age in years?
ChildAgeYears,parent_survey_child,years of age,years of age,años,Lebensjahre,ans,leeftijdsjaren,Lebensjahre,años,years of age
ChildHeightCurrent,parent_survey_child,What is your child's CURRENT height? (please estimate to the best of your knowledge),What is your child's CURRENT height? (please estimate to the best of your knowledge),"¿Cuál es la estatura ACTUAL de su niño(a)? (por favor, calcule lo más preciso posible)",Wie groß ist Ihr Kind AKTUELL?,Quelle est la taille actuelle de votre enfant? (merci d'estimer aussi précisément que possible),Wat is de huidige lengte van uw kind? (schat dit indien nodig zo nauwkeurig mogelijk),Wie groß ist Ihr Kind AKTUELL?,"¿Cuál es la estatura ACTUAL de su niño(a)? (por favor, calcule lo más preciso posible)",What is your child's CURRENT height? (please estimate to the best of your knowledge)
ChildHeightCurrentFeet,parent_survey_child,meters,meters,metros,Meter,mètres,meters,Meter,metros,meters
ChildHeightCurrentFeet,parent_survey_child,meters,meters,metros,Meter,mètres,meters,Meter,metros,meters
ChildHeightCurrentInches,parent_survey_child,centimeters,centimeters,centímetros,Zentimeter,centimètres,centimeters,Zentimeter,centímetros,centimeters
ChildHeightCurrentInches,parent_survey_child,centimeters,centimeters,centímetros,Zentimeter,centimètres,centimeters,Zentimeter,centímetros,centimeters
ChildWeightCurrent,parent_survey_child,What is your child's CURRENT weight? (please estimate to the best of your knowledge),What is your child's CURRENT weight? (please estimate to the best of your knowledge),"¿Cuál es el peso ACTUAL de su niño(a)? (por favor, calcule lo más preciso posible)",Was ist das AKTUELLE Gewicht Ihres Kindes?,Quel est le poids actuel de votre enfant? (merci d'estimer aussi précisément que possible),Wat is het huidige gewicht van uw kind? (schat dit indien nodig zo nauwkeurig mogelijk),Was ist das AKTUELLE Gewicht Ihres Kindes?,"¿Cuál es el peso ACTUAL de su niño(a)? (por favor, calcule lo más preciso posible)",What is your child's CURRENT weight? (please estimate to the best of your knowledge)
ChildWeightCurrentPounds,parent_survey_child,pounds,pounds,kilos,kilo,livres,pounds,kilo,kilos,pounds
ChildWeightCurrentPounds,parent_survey_child,pounds,pounds,kilos,kilo,livres,pounds,kilo,kilos,pounds
ChildBornEarly,parent_survey_child,Was your child born early (more than three weeks before due date)?,Was your child born early (more than three weeks before due date)?,¿Su niño(a) nació prematuramente (más de tres semanas antes de la fecha prevista de parto)?,Wurde Ihr Kind zu früh geboren (mehr als drei Wochen vor dem errechneten Geburtstermin)?,Votre enfant est-il né prématurément (c'est-à-dire plus de trois semaines avant la date prévue)?,Is uw kind te vroeg geboren (meer dan drie weken vóór de uitgerekende datum)?,Wurde Ihr Kind zu früh geboren (mehr als drei Wochen vor dem errechneten Geburtstermin)?,¿Su niño(a) nació prematuramente (más de tres semanas antes de la fecha prevista de parto)?,Was your child born early (more than three weeks before due date)?
ChildBornEarly,parent_survey_child,,,,,,,,,
ChildBornEarly,parent_survey_child,,,,,,,,,
ChildBornEarly,parent_survey_child,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
ChildWeightBirth,parent_survey_child,"Hoeveel woog uw kind bij de geboorte? (als u het niet weet, laat het leeg)","Hoeveel woog uw kind bij de geboorte? (als u het niet weet, laat het leeg)","¿Cuánto pesó su niño(a) al nacer? (si no lo sabe, déjelo en blanco)","Wie viel hat ihr Kind bei der Geburt gewogen? (wenn Sie es nicht wissen, bitte leer lass)","Quel était le poids de votre enfant à la naissance ? (si vous ne savez pas, laissez vide)","Quel était le poids de votre enfant à la naissance ? (si vous ne savez pas, laissez vide)"," bitte leer lass)""","¿Cuánto pesó su niño(a) al nacer? (si no lo sabe, déjelo en blanco)"," bitte leer lass)"""
ChildWeightBirth,parent_survey_child,Grams,Grams,Gramos,Gramm,grammes,gram,Gramm,Gramos,Grams
ChildHealth,parent_survey_child,"In general, how would you describe your child's health?","In general, how would you describe your child's health?","En general, ¿cómo describiría la salud de su niño(a)?",Wie würden Sie den Gesundheitszustand Ihres Kindes im Allgemeinen beschreiben?,"En général, comment décririez-vous la santé de votre enfant?",Hoe zou u de gezondheid van uw kind over het algemeen beschrijven?,Wie würden Sie den Gesundheitszustand Ihres Kindes im Allgemeinen beschreiben?,"En general, ¿cómo describiría la salud de su niño(a)?","In general, how would you describe your child's health?"
ChildHealth,parent_survey_child,Excellent,Excellent,Excelente,Hervorragend,Excellente,Uitstekend,Hervorragend,Excelente,Excellent
ChildHealth,parent_survey_child,Very Good,Very Good,Muy buena,Sehr gut,Très bonne,Zeer goed,Sehr gut,Muy buena,Very Good
ChildHealth,parent_survey_child,Good,Good,Buena,Gut,Bonne,Goed,Gut,Buena,Good
ChildHealth,parent_survey_child,Fair,Fair,Regular,Mittelmäßig,Passable,Gematigd,Mittelmäßig,Regular,Fair
ChildHealth,parent_survey_child,Poor,Poor,Deficiente,Schlecht,Mauvaise,Slecht,Schlecht,Deficiente,Poor
ChildTeeth,parent_survey_child,How would you describe the condition of your child's teeth?,How would you describe the condition of your child's teeth?,¿Cómo describiría la salud dental de su niño(a)?,Wie würden Sie den Zustand der Zähne Ihres Kindes beschreiben?,Comment décririez-vous l'état des dents de votre enfant?,Hoe zou u de staat van het gebit van uw kind beschrijven?,Wie würden Sie den Zustand der Zähne Ihres Kindes beschreiben?,¿Cómo describiría la salud dental de su niño(a)?,How would you describe the condition of your child's teeth?
ChildTeeth,parent_survey_child,Excellent,Excellent,Excelente,Hervorragend,Excellente,Uitstekend,Hervorragend,Excelente,Excellent
ChildTeeth,parent_survey_child,Very Good,Very Good,Muy buena,Sehr gut,Très bonne,Zeer goed,Sehr gut,Muy buena,Very Good
ChildTeeth,parent_survey_child,Good,Good,Buena,Gut,Bonne,Goed,Gut,Buena,Good
ChildTeeth,parent_survey_child,Fair,Fair,Regular,Mittelmäßig,Passable,Gematigd,Mittelmäßig,Regular,Fair
ChildTeeth,parent_survey_child,Poor,Poor,Deficiente,Schlecht,Mauvaise,Slecht,Schlecht,Deficiente,Poor
ChildPhysicalActivity,parent_survey_child,"<b>DURING THE PAST WEEK</b>, on how many days did your child exercise, play a sport, or participate in physical activity (either in school or outside of school) for at least 60 minutes?","<b>DURING THE PAST WEEK</b>, on how many days did your child exercise, play a sport, or participate in physical activity (either in school or outside of school) for at least 60 minutes?","<b>DURANTE LA SEMANA PASADA</b>, ¿cuántos días hizo su niño(a) ejercicio, practicó un deporte o participó en una actividad física en el colegio o fuera del colegio durante al menos 60 minutos?",An wie vielen Tagen <b>WÄHREND DER LETZTEN WOCHE</b> hat Ihr Kind mindestens 60 Minuten lang Sport getrieben oder an körperlichen Aktivitäten teilgenommen (entweder in der Schule oder außerhalb der Schule)?,"<b>DURANT LA DERNIÈRE SEMAINE</b>, combien de jours votre enfant a-t-il fait de l'exercice, pratiqué un sport ou participé à une activité physique (en milieu scolaire ou non) pendant au moins 60 minutes ?","<b>In DE AFGELOPEN WEEK</b>, op hoeveel dagen heeft uw kind gesport, een sport beoefend of deelgenomen aan een fysieke activiteit (op school of daarbuiten) gedurende ten minste 60 minuten?",An wie vielen Tagen <b>WÄHREND DER LETZTEN WOCHE</b> hat Ihr Kind mindestens 60 Minuten lang Sport getrieben oder an körperlichen Aktivitäten teilgenommen (entweder in der Schule oder außerhalb der Schule)?,"<b>DURANTE LA SEMANA PASADA</b>, ¿cuántos días hizo su niño(a) ejercicio, practicó un deporte o participó en una actividad física en el colegio o fuera del colegio durante al menos 60 minutos?","<b>DURING THE PAST WEEK</b>, on how many days did your child exercise, play a sport, or participate in physical activity (either in school or outside of school) for at least 60 minutes?"
ChildPhysicalActivity,parent_survey_child,0 days,0 days,0 días,0 Tage,0 jour,0 dagen,0 Tage,0 días,0 days
ChildPhysicalActivity,parent_survey_child,1 - 3 days,1 - 3 days,1 - 3 días,1 - 3 Tage,1 - 3 jours,1 - 3 dagen,1 - 3 Tage,1 - 3 días,1 - 3 days
ChildPhysicalActivity,parent_survey_child,4 - 6 days,4 - 6 days,4 - 6 días,4 - 6 Tage,4 - 6 jours,4 - 6 dagen,4 - 6 Tage,4 - 6 días,4 - 6 days
ChildPhysicalActivity,parent_survey_child,Every day,Every day,Todos los días,Jeden Tag,Tous les jours,Elke dag,Jeden Tag,Todos los días,Every day
ChildChronicHealth,parent_survey_child,"<b>IN DE AFGELOPEN 12 MAANDEN</b>, heeft uw kind REGELMATIG of CHRONISCH moeite gehad met een van de volgende?"," has your child had FREQUENT or CHRONIC difficulty with any of the following?""","<b>DURANTE LOS ÚLTIMOS 12 MESES</b>, ¿ha tenido su niño(a) dificultades FRECUENTES o CRÓNICAS en alguno de los siguientes aspectos?",Hatte Ihr Kind <b>WÄHREND DER LETZTEN 12 MONATE</b> REGELMÄßIGE oder CHRONISCHE Schwierigkeiten in einem der folgenden Bereiche?,"<b>AU COURS DES 12 DERNIERS MOIS</b>, votre enfant a-t-il eu des difficultés FRÉQUENTES ou CHRONIQUES avec l'une des choses suivantes ?","<b>AU COURS DES 12 DERNIERS MOIS</b>, votre enfant a-t-il eu des difficultés FRÉQUENTES ou CHRONIQUES avec l'une des choses suivantes ?",Hatte Ihr Kind <b>WÄHREND DER LETZTEN 12 MONATE</b> REGELMÄßIGE oder CHRONISCHE Schwierigkeiten in einem der folgenden Bereiche?,"<b>DURANTE LOS ÚLTIMOS 12 MESES</b>, ¿ha tenido su niño(a) dificultades FRECUENTES o CRÓNICAS en alguno de los siguientes aspectos?"," has your child had FREQUENT or CHRONIC difficulty with any of the following?"""
ChildBreathing,parent_survey_child,Breathing or other respiratory problems (such as wheezing or shortness of breath),Breathing or other respiratory problems (such as wheezing or shortness of breath),Respiración u otros problemas respiratorios (tales como respiración sibilante o ruidosa y falta de aire),Atembeschwerden oder andere Atemprobleme (wie Keuchen oder Kurzatmigkeit),Problèmes respiratoires ou autres difficultés respiratoires (tels que la respiration sifflante ou un essoufflement),Ademhaling of andere ademhalingsproblemen (zoals piepen of kortademigheid),Atembeschwerden oder andere Atemprobleme (wie Keuchen oder Kurzatmigkeit),Respiración u otros problemas respiratorios (tales como respiración sibilante o ruidosa y falta de aire),Breathing or other respiratory problems (such as wheezing or shortness of breath)
ChildBreathing,parent_survey_child,,,,,,,,,
ChildBreathing,parent_survey_child,,,,,,,,,
ChildBreathing,parent_survey_child,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
ChildEating,parent_survey_child,Eating or swallowing because of a health condition,Eating or swallowing because of a health condition,Comer o tragar debido a una afección de salud,Essen oder Schlucken aufgrund eines Gesundheitszustands,Manger ou avaler en raison d'une condition de santé,Eten of slikken vanwege een gezondheidsprobleem,Essen oder Schlucken aufgrund eines Gesundheitszustands,Comer o tragar debido a una afección de salud,Eating or swallowing because of a health condition
ChildEating,parent_survey_child,,,,,,,,,
ChildEating,parent_survey_child,,,,,,,,,
ChildEating,parent_survey_child,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
ChildDigestion,parent_survey_child,"Digesting food, including stomach/intestinal problems, constipation, or diarrhea","Digesting food, including stomach/intestinal problems, constipation, or diarrhea","Digestión de la comida, incluidos problemas estomacales o intestinales, el estreñimiento o la diarrea","Verdauung von Nahrungsmitteln, einschließlich Magen-/Darmproblemen,Verdauung von Nahrungsmitteln","Digestion des aliments, y compris les problèmes d'estomac/intestinaux, la constipation ou la diarrhée","Voedsel verteren, waaronder maag/darmproblemen, obstipatie of diarree","Verdauung von Nahrungsmitteln, einschließlich Magen-/Darmproblemen, Verstopfung oder Durchfall","Digestión de la comida, incluidos problemas estomacales o intestinales, el estreñimiento o la diarrea","Digesting food, including stomach/intestinal problems, constipation, or diarrhea"
ChildDigestion,parent_survey_child,,,,,,,,,
ChildDigestion,parent_survey_child,,,,,,,,,
ChildDigestion,parent_survey_child,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
ChildPain,parent_survey_child,"Herhaalde of chronische fysieke pijn, waaronder hoofdpijn of andere rug- of lichaamspijnen","Herhaalde of chronische fysieke pijn, waaronder hoofdpijn of andere rug- of lichaamspijnen","Dolor recurrente como dolor de cabeza, dolor de espalda o dolor generalizado, entre otros","Wiederholte oder chronische körperliche Schmerzen, einschließlich Kopfschmerzen oder andere Rücken- oder Körperschmerzen","Douleurs physiques répétées ou chroniques, y compris les maux de tête ou autres douleurs au dos ou au corps","Douleurs physiques répétées ou chroniques, y compris les maux de tête ou autres douleurs au dos ou au corps"," einschließlich Kopfschmerzen oder andere Rücken- oder Körperschmerzen""","Dolor recurrente como dolor de cabeza, dolor de espalda o dolor generalizado, entre otros"," einschließlich Kopfschmerzen oder andere Rücken- oder Körperschmerzen"""
ChildPain,parent_survey_child,,,,,,,,,
ChildPain,parent_survey_child,,,,,,,,,
ChildPain,parent_survey_child,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
ChildToothache,parent_survey_child,Toothaches,Toothaches,Dolor de dientes,Zahnschmerzen,Maux de dents,Kiespijn,Zahnschmerzen,Dolor de dientes,Toothaches
ChildToothache,parent_survey_child,,,,,,,,,
ChildToothache,parent_survey_child,,,,,,,,,
ChildToothache,parent_survey_child,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
ChildGums,parent_survey_child,Bleeding gums,Bleeding gums,Sangrado en las encías,Zahnfleischbluten,Gencives qui saignent,Bloedend tandvlees,Zahnfleischbluten,Sangrado en las encías,Bleeding gums
ChildGums,parent_survey_child,,,,,,,,,
ChildGums,parent_survey_child,,,,,,,,,
ChildGums,parent_survey_child,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
ChildCavities,parent_survey_child,Decayed teeth or cavities,Decayed teeth or cavities,Dientes deteriorados o caries,Karies oder Zahnlöcher,Dents cariées ou caries,Verrotte tanden of gaatjes,Karies oder Zahnlöcher,Dientes deteriorados o caries,Decayed teeth or cavities
ChildCavities,parent_survey_child,,,,,,,,,
ChildCavities,parent_survey_child,,,,,,,,,
ChildCavities,parent_survey_child,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
ChildHealthOther,parent_survey_child,Does your child have any of the following?,Does your child have any of the following?,¿Tiene su niño(a) alguna de las siguientes?,Hat Ihr Kind eines der folgenden Probleme?,Votre enfant a-t-il l'un des problèmes suivants ?,Heeft uw kind een van de volgende problemen?,Hat Ihr Kind eines der folgenden Probleme?,¿Tiene su niño(a) alguna de las siguientes?,Does your child have any of the following?
ChildConcentration,parent_survey_child,"Serious difficulty concentrating, remembering, or making decisions because of a physical, mental, or emotional condition","Serious difficulty concentrating, remembering, or making decisions because of a physical, mental, or emotional condition","Dificultades serias para concentrarse, recordar o tomar decisiones debido a un trastorno físico, mental o emocional","Ernsthafte Schwierigkeiten, sich zu konzentrieren, aufgrund eines körperlichen, aufgrund eines körperlichen, geistigen oder emotionalen Zustands","Difficulté sérieuse à se concentrer, se souvenir ou prendre des décisions en raison d'un état physique, mental ou émotionnel","Ernstige moeite met concentreren, onthouden of beslissingen nemen vanwege een fysiek, mentaal of emotioneel probleem","Ernsthafte Schwierigkeiten, sich zu konzentrieren, sich zu erinnern oder Entscheidungen zu treffen, aufgrund eines körperlichen, geistigen oder emotionalen Zustands","Dificultades serias para concentrarse, recordar o tomar decisiones debido a un trastorno físico, mental o emocional","Serious difficulty concentrating, remembering, or making decisions because of a physical, mental, or emotional condition"
ChildConcentration,parent_survey_child,,,,,,,,,
ChildConcentration,parent_survey_child,,,,,,,,,
ChildConcentration,parent_survey_child,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
ChildStairs,parent_survey_child,Serious difficulty walking or climbing stairs,Serious difficulty walking or climbing stairs,Dificultad grave para caminar o subir escaleras,Ernsthafte Schwierigkeiten beim Gehen oder Treppensteigen,Difficulté sérieuse à marcher ou à monter des escaliers,Ernstige moeilijkheid met lopen of traplopen,Ernsthafte Schwierigkeiten beim Gehen oder Treppensteigen,Dificultad grave para caminar o subir escaleras,Serious difficulty walking or climbing stairs
ChildStairs,parent_survey_child,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
ChildStairs,parent_survey_child,No,No,No,Nein,Non,Nee,Nein,No,No
ChildDressBathe,parent_survey_child,Difficulty dressing or bathing,Difficulty dressing or bathing,Dificultad para vestirse o bañarse,Schwierigkeiten beim Anziehen oder Baden,Difficulté à s'habiller ou à se laver,Moeite met aankleden of baden,Schwierigkeiten beim Anziehen oder Baden,Dificultad para vestirse o bañarse,Difficulty dressing or bathing
ChildDressBathe,parent_survey_child,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
ChildDressBathe,parent_survey_child,No,No,No,Nein,Non,Nee,Nein,No,No
ChildHearing,parent_survey_child,Deafness or problems with hearing,Deafness or problems with hearing,Sordera o problemas de audición,Taubheit oder Hörprobleme,Surdité ou problèmes d'audition,Doofheid of gehoorproblemen,Taubheit oder Hörprobleme,Sordera o problemas de audición,Deafness or problems with hearing
ChildHearing,parent_survey_child,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
ChildHearing,parent_survey_child,No,No,No,Nein,Non,Nee,Nein,No,No
ChildEyesight,parent_survey_child,"Blindheid of problemen met zien, zelfs wanneer het kind een bril draagt","Blindheid of problemen met zien, zelfs wanneer het kind een bril draagt","Ceguera o problemas de la vista, incluso cuando utiliza anteojos o lentes","Blindheit oder Sehprobleme, auch beim Tragen einer Brille","Cécité ou problèmes de vision, même en portant des lunettes","Cécité ou problèmes de vision, même en portant des lunettes"," auch beim Tragen einer Brille""","Ceguera o problemas de la vista, incluso cuando utiliza anteojos o lentes"," auch beim Tragen einer Brille"""
ChildEyesight,parent_survey_child,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
ChildEyesight,parent_survey_child,No,No,No,Nein,Non,Nee,Nein,No,No
ChildVisionHearingOther,parent_survey_child,"Does your child have any other vision or hearing issues (e.g., frequent ear infections; nearsighted or farsighted)?","Does your child have any other vision or hearing issues (e.g., frequent ear infections; nearsighted or farsighted)?","¿Tiene su niño(a) algún otro problema de visión o audición (por ejemplo, infecciones de oído frecuentes)?",Hat Ihr Kind andere Seh- oder Hörprobleme (z. B. häufige Ohrentzündung)?,"Votre enfant a-t-il d'autres problèmes de vision ou d'audition (par exemple, infections fréquentes de l'oreille, myopie ou hypermétropie) ?",Heeft uw kind andere zicht- of gehoorproblemen (bv. frequente oorinfecties; bijziend of verziend)?,Hat Ihr Kind andere Seh- oder Hörprobleme (z. B. häufige Ohrentzündung)?,"¿Tiene su niño(a) algún otro problema de visión o audición (por ejemplo, infecciones de oído frecuentes)?","Does your child have any other vision or hearing issues (e.g., frequent ear infections; nearsighted or farsighted)?"
ChildVisionHearingOther,parent_survey_child,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
ChildVisionHearingOther,parent_survey_child,No,No,No,Nein,Non,Nee,Nein,No,No
ChildVisionHearingExp,parent_survey_child,"Zo ja, graag toelichten:","If yes, please explain:","En caso afirmativo, explíquelo:","Wenn ja, beschreiben Sie diese bitte:","Si oui, veuillez expliquer :","Si oui, veuillez expliquer :"," beschreiben Sie diese bitte:""","En caso afirmativo, explíquelo:"," beschreiben Sie diese bitte:"""
ChildGenetic,parent_survey_child,Heeft een arts of andere zorgverlener u <b>OOIT</b> verteld dat uw kind een genetische of erfelijke aandoening heeft?,Heeft een arts of andere zorgverlener u <b>OOIT</b> verteld dat uw kind een genetische of erfelijke aandoening heeft?,¿<b>ALGUNA VEZ</b> su médico o algún otro profesional de la salud le ha dicho que su niño(a) tiene un trastorno genético o hereditario?,"Hat Ihnen ein Arzt oder ein anderer Gesundheitsdienstleister <b>JEMALS</b> gesagt, dass Ihr Kind eine genetische oder vererbte Erkrankung hat?",Un médecin ou un autre prestataire de soins de santé vous a-t-il <b>JAMAIS</b> dit que votre enfant avait une affection génétique ou héréditaire ?,Un médecin ou un autre prestataire de soins de santé vous a-t-il <b>JAMAIS</b> dit que votre enfant avait une affection génétique ou héréditaire ?," dass Ihr Kind eine genetische oder vererbte Erkrankung hat?""",¿<b>ALGUNA VEZ</b> su médico o algún otro profesional de la salud le ha dicho que su niño(a) tiene un trastorno genético o hereditario?," dass Ihr Kind eine genetische oder vererbte Erkrankung hat?"""
ChildGenetic,parent_survey_child,,,,,,,,,
ChildGenetic,parent_survey_child,,,,,,,,,
ChildGenetic,parent_survey_child,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
ChildGenetic,parent_survey_child,Prefer not to respond,Prefer not to respond,Prefiero no responder,Ich möchte nicht antworten,Préfère ne pas répondre,Liever niet antwoorden,Ich möchte nicht antworten,Prefiero no responder,Prefer not to respond
ChildGeneticExp,parent_survey_child,"Als het antwoord ja is, graag de aandoening vermelden of toelichten:","If yes, please note or explain the condition:","En caso afirmativo, indique el trastorno:","Wenn ja, benennen oder beschreiben Sie diese bitte:","Si oui, veuillez noter ou expliquer la condition :","Si oui, veuillez noter ou expliquer la condition :"," benennen oder beschreiben Sie diese bitte:""","En caso afirmativo, indique el trastorno:"," benennen oder beschreiben Sie diese bitte:"""
ChildHealthConditions,parent_survey_child,"Has a doctor or other health care provider, or educator <b>EVER</b> told you that your child has any of the following:","Has a doctor or other health care provider, or educator <b>EVER</b> told you that your child has any of the following:","¿<b>ALGUNA VEZ</b> su médico, otro profesional de la salud o un docente le ha dicho que su niño(a) padece alguna de las siguientes afecciones?","Hat Ihnen ein Arzt, ein anderer Gesundheitsdienstleister oder ein Pädagoge <b>JEMALS</b> gesagt,Hat Ihnen ein Arzt","Un médecin, un autre prestataire de soins de santé ou un éducateur vous a-t-il <b>JAMAIS</b> dit que votre enfant avait l’une des affections suivantes :","Heeft een arts of andere zorgverlener, of opvoeder u <b>OOIT</b> verteld dat uw kind een van de volgende aandoeningen heeft:","Hat Ihnen ein Arzt, ein anderer Gesundheitsdienstleister oder ein Pädagoge <b>JEMALS</b> gesagt, dass Ihr Kind eines der folgenden Probleme hat:","¿<b>ALGUNA VEZ</b> su médico, otro profesional de la salud o un docente le ha dicho que su niño(a) padece alguna de las siguientes afecciones?","Has a doctor or other health care provider, or educator <b>EVER</b> told you that your child has any of the following:"
ChildConduct,parent_survey_child,Behavioral or Conduct Problems,Behavioral or Conduct Problems,Problemas de comportamiento o conducta,Verhaltens- oder Benehmensprobleme,Problèmes de comportement ou de conduite,Gedrags- of opvoedingsproblemen,Verhaltens- oder Benehmensprobleme,Problemas de comportamiento o conducta,Behavioral or Conduct Problems
ChildConduct,parent_survey_child,No,No,No,Nein,Non,Nee,Nein,No,No
ChildConduct,parent_survey_child,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
ChildConduct,parent_survey_child,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
ChildConduct,parent_survey_child,Prefer not to respond,Prefer not to respond,Prefiero no responder,Ich möchte nicht antworten,Préfère ne pas répondre,Liever niet antwoorden,Ich möchte nicht antworten,Prefiero no responder,Prefer not to respond
ChildConductCurrent,parent_survey_child,Does your child <b>CURRENTLY</b > have Behavioral or Conduct Problems?,Does your child <b>CURRENTLY</b > have Behavioral or Conduct Problems?,¿<b>ACTUALMENTE</b> su niño(a) tiene problemas de comportamiento o conducta?,Hat Ihr Kind <b>AKTUELL</b> Verhaltens- oder Benehmensprobleme?,Votre enfant a-t-il <b>ACTUELLEMENT</b> des problèmes de comportement ou de conduite ?,Heeft uw kind op dit moment gedrags- of opvoedingsproblemen?,Hat Ihr Kind <b>AKTUELL</b> Verhaltens- oder Benehmensprobleme?,¿<b>ACTUALMENTE</b> su niño(a) tiene problemas de comportamiento o conducta?,Does your child <b>CURRENTLY</b > have Behavioral or Conduct Problems?
ChildConductCurrent,parent_survey_child,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
ChildConductCurrent,parent_survey_child,No,No,No,Nein,Non,Nee,Nein,No,No
ChildConductLevel,parent_survey_child,"Zijn de huidige gedrags- of opvoedingsproblemen mild, matig of ernstig?","Zijn de huidige gedrags- of opvoedingsproblemen mild, matig of ernstig?","¿Los problemas de comportamiento o conducta actuales son leves, moderados o severos?","Sind die aktuellen Verhaltens- oder Benehmensprobleme leicht, mäßig oder schwerwiegend?","Les problèmes actuels de comportement ou de conduite sont-ils légers, modérés ou sévères ?","Les problèmes actuels de comportement ou de conduite sont-ils légers, modérés ou sévères ?"," mäßig oder schwerwiegend?""","¿Los problemas de comportamiento o conducta actuales son leves, moderados o severos?"," mäßig oder schwerwiegend?"""
ChildConductLevel,parent_survey_child,Mild,Mild,Leve,leicht,Légers,Mild,leicht,Leve,Mild
ChildConductLevel,parent_survey_child,Moderate,Moderate,Moderado,mäßig,Modérés,Matig,mäßig,Moderado,Moderate
