Identifier,Labels,Translation
hostile-attribution-scene2-instruct1,hostile-attribution,"Imaginez que vous êtes sur le terrain de jeu, vous et d'autres enfants faites une course. Un garçon est debout sur le côté, rebondissant un basket-ball."
hostile-attribution-scene2-instruct2,hostile-attribution,"La prochaine chose que vous connaissez, le garçon a renversé le ballon et il a roulé sous vos pieds, vous faisant tomber. Vous dépeignez votre genou et quelqu'un d'autre gagne la course."
hostile-attribution-scene2-q1,hostile-attribution,Pensez-vous que le garçon vous a fait tomber à dessein ou par accident?
hostile-attribution-scene2-q2,hostile-attribution,"Maintenant, choisissez l'un des trois choix comme celui que vous feriez :"
hostile-attribution-scene2-q2-ans1,hostile-attribution,aller dans une autre zone du terrain de jeu
hostile-attribution-scene2-q2-ans2,hostile-attribution,lui dire quelque chose de significatif
hostile-attribution-scene2-q2-ans3,hostile-attribution,prendre soin de mon genou
hostile-attribution-scene3-instruct1,hostile-attribution,Imaginez que vous travaillez sur une tâche à votre bureau. 
hostile-attribution-scene3-instruct2,hostile-attribution,"Vous allez aiguiser votre crayon, et en revenant à votre bureau, un garçon marche juste devant vous. Le garçon passe votre bureau avant de vous y rendre. "
hostile-attribution-scene3-instruct3,hostile-attribution,"La prochaine chose que vous connaissez, le garçon a fait tomber tous vos papiers de votre bureau, et ils sont tous sur le sol."
hostile-attribution-scene3-q1,hostile-attribution,Pensez-vous que le garçon a fait tomber vos papiers sur le sol à dessein ou par accident?
hostile-attribution-scene3-q2,hostile-attribution,"Maintenant, choisissez l'un des trois choix comme celui que vous feriez :"
hostile-attribution-scene3-q2-ans1,hostile-attribution,appelez lui un nom
hostile-attribution-scene3-q2-ans2,hostile-attribution,ramasser les papiers
hostile-attribution-scene3-q2-ans3,hostile-attribution,ne rien faire
hostile-attribution-scene1-by-accident,theory-of-mind,par accident
hostile-attribution-scene1-on-purpose,theory-of-mind,en fonction
hostile-attribution-scene2-by-accident,theory-of-mind,par accident
hostile-attribution-scene2-on-purpose,theory-of-mind,en fonction
hostile-attribution-scene3-by-accident,theory-of-mind,par accident
hostile-attribution-scene3-on-purpose,theory-of-mind,en fonction
same-different-selection-instruct1,same-different-selection,"C'est le jeu qui correspond, dans ce jeu, vous allez choisir des jeux de cartes qui correspondent d'une manière ou d'une autre. Tout d'abord, regardons quelques-unes des cartes que vous allez voir."
same-different-selection-touch-circle,same-different-selection,Choisissez la carte avec un cercle.
same-different-selection-touch-square,same-different-selection,Choisissez la carte avec un carré.
same-different-selection-touch-triangle,same-different-selection,Choisissez la carte avec un triangle.
same-different-selection-touch-star,same-different-selection,Choisissez la carte avec une étoile.
same-different-selection-touch-green,same-different-selection,Choisissez la carte avec une forme verte.
same-different-selection-touch-red,same-different-selection,Choisissez la carte avec une forme rouge.
same-different-selection-touch-blue,same-different-selection,Choisissez la carte avec une forme bleue.
same-different-selection-touch-yellow,same-different-selection,Choisissez la carte avec une forme jaune.
same-different-selection-touch-small,same-different-selection,Choisissez la carte avec une petite forme.
same-different-selection-touch-medium,same-different-selection,Choisissez une carte de taille moyenne.
same-different-selection-touch-large,same-different-selection,Choisissez la carte avec une grande forme.
same-different-selection-touch-white,same-different-selection,Choisissez l'étoile sur la carte blanche.
same-different-selection-touch-gray,same-different-selection,Choisissez l'étoile sur la carte grise.
same-different-selection-touch-black,same-different-selection,Choisissez l'étoile sur la carte noire.
same-different-selection-touch-striped,same-different-selection,Choisissez l'étoile sur la carte à rayures.
same-different-selection-touch-1,same-different-selection,Choisissez la carte avec 1 étoile.
same-different-selection-touch-2,same-different-selection,Choisissez la carte avec 2 étoiles.
same-different-selection-touch-3,same-different-selection,Choisissez la carte avec 3 étoiles.
same-different-selection-touch-4,same-different-selection,Choisissez la carte avec 4 étoiles.
same-different-selection-instruct2,same-different-selection,"Maintenant, tu vas voir deux cartes qui sont les mêmes d'une façon. Vous verrez alors une nouvelle carte similaire à l'une de ces cartes. Votre tâche est de choisir la carte qui est similaire à la nouvelle carte."
same-different-selection-instruct3,same-different-selection,"Maintenant tu vas voir trois cartes, et tu vas en choisir deux qui sont les mêmes d'une manière ou d'une autre. Ensuite, vous allez revoir les mêmes cartes, et choisir deux cartes qui sont les mêmes d'une manière différente."
same-different-selection-both-circles,same-different-selection,Voici deux cartes. Quelque chose est pareil. Ils ont tous deux des cercles.
same-different-selection-both-squares,same-different-selection,Voici deux cartes. Quelque chose est pareil. Ils ont tous deux des carrés.
same-different-selection-both-triangles,same-different-selection,Voici deux cartes. Quelque chose est le même. Ils ont tous deux des triangles.
same-different-selection-both-red,same-different-selection,Voici deux cartes. Quelque chose est pareil. Ils ont tous deux des formes rouges.
same-different-selection-both-green,same-different-selection,Voici deux cartes. Quelque chose est pareil. Ils ont tous deux des formes vertes.
same-different-selection-both-yellow,same-different-selection,Voici deux cartes. Quelque chose est pareil. Elles ont toutes deux des formes jaunes.
same-different-selection-both-blue,same-different-selection,Voici deux cartes. Quelque chose est pareil. Elles ont toutes deux des formes bleues.
same-different-selection-both-small,same-different-selection,Voici deux cartes. Quelque chose est pareil. Ils ont tous deux de petites formes.
same-different-selection-both-medium,same-different-selection,"Voici deux cartes. Quelque chose est pareil, elles ont toutes deux des formes de taille moyenne."
same-different-selection-both-large,same-different-selection,Voici deux cartes. Quelque chose est pareil. Ils ont tous deux de grandes formes.
sds-prompt3,same-different-selection,Voici une autre carte. Lequel de ces cartes est similaire à celle-ci?
sds-3match-prompt2,same-different-selection,Voici à nouveau le même jeu de cartes. Choisissez deux cartes qui sont les mêmes d'une manière différente.
sds-2match-prompt1,same-different-selection,Voici un nouvel ensemble de cartes. Choisissez deux cartes qui sont les mêmes d'une manière ou d'une autre.
sds-2match-prompt2,same-different-selection,Choisissez deux cartes qui sont les mêmes d'une manière différente.
sds-3unique-prompt1,same-different-selection,Choisissez trois cartes qui sont les mêmes d'une seule manière.
sds-3unique-prompt2,same-different-selection,Choisissez trois autres cartes qui sont les mêmes d'une seule manière.
memory-game-display,memory-game,Regardez les carrés s'illuminer.
memory-game-input,memory-game,Touchez les carrés dans le même ordre.
memory-game-instruct1,memory-game,Voici le jeu de mémoire. Voici comment vous y jouez.
memory-game-instruct2,memory-game,Vous verrez des carrés s'illuminer.
memory-game-instruct3,memory-game,Vous allez toucher les carrés dans le même ordre.
memory-game-instruct4,memory-game,Attention ! Essayez de mémoriser la commande.
memory-game-forward-prompt,memory-game,Choisissez les carrés dans le même ordre.
memory-game-forward-try-again,memory-game,Ce n'est pas correct. Réessayez. Choisissez les carrés dans le même ordre.
memory-game-instruct5,memory-game,"Cette fois, le jeu ne vous dira pas si vous avez raison ou mal. Commençons à jouer au jeu en mémoire !"
memory-game-instruct6,memory-game,"Maintenant, jouons au jeu de mémoire à l'inverse!"
memory-game-instruct7,memory-game,Commençons à jouer au jeu de mémoire !
memory-game-backward-prompt,memory-game,Choisissez les carrés dans l'ordre arrière.
memory-game-backward-try-again,memory-game,Ce n'est pas correct. Essayez à nouveau. Choisissez les carrés dans l'ordre arrière.
heart-instruct1,hearts-and-flowers,C'est le jeu de cœur. Voici comment tu joues.
heart-instruct2,hearts-and-flowers,"Quand vous voyez un cœur, appuyez sur le bouton du même côté."
hearts-and-flowers-try-again,hearts-and-flowers,Ce n'est pas correct. Réessayez.
heart-practice-feedback1,hearts-and-flowers,Le cœur est sur le côté droit. Appuyez sur le bouton droit.
hearts-and-flowers-practice-time,hearts-and-flowers,Il est temps de pratiquer !
heart-practice-feedback2,hearts-and-flowers,"Rappelez-vous ! Quand vous voyez un Cœur, appuyez sur le bouton du côté SAME."
hearts-and-flowers-instruct1,hearts-and-flowers,"Cette fois-ci, le jeu ira plus vite. Il ne vous dira pas si vous avez raison ou mal. Essayez de continuer !"
hearts-and-flowers-instruct2,hearts-and-flowers,"Essayez de répondre aussi vite que possible sans faire d'erreurs. Si vous faites une erreur, continuez !"
hearts-and-flowers-play-time,hearts-and-flowers,Il est temps de jouer !
flower-instruct1,hearts-and-flowers,Voici le jeu de fleurs. Voici comment vous y jouez.
flower-instruct2,hearts-and-flowers,"Lorsque vous voyez une fleur, appuyez sur le bouton du côté opposé."
flower-practice-feedback1,hearts-and-flowers,La fleur est sur le côté gauche. Appuyez sur le bouton droit.
flower-practice-feedback2,hearts-and-flowers,"Quand vous voyez un EAU, appuyez sur le bouton du côté OPPOSITE."
hearts-and-flowers-instruct3,hearts-and-flowers,"Maintenant, nous allons jouer à un jeu avec des cœurs et des fleurs."
hearts-and-flowers-encourage1,hearts-and-flowers,Essayez de vous tenir au courant !
hearts-and-flowers-encourage2,hearts-and-flowers,"Si vous faites une erreur, continuez !"
hearts-and-flowers-end,hearts-and-flowers,Bravo ! Vous avez terminé la partie !
vocab-item-001,vocab,le gland
vocab-item-002,vocab,l'aloès
vocab-item-003,vocab,l'antenne
vocab-item-004,vocab,l'artichaut
vocab-item-005,vocab,le bambou
vocab-item-006,vocab,le tonneau
vocab-item-007,vocab,le mélangeur
vocab-item-008,vocab,le souffleur
vocab-item-009,vocab,le bouquet
vocab-item-010,vocab,le buffet
vocab-item-011,vocab,le bulldozer
vocab-item-012,vocab,le gâteau
vocab-item-013,vocab,le caramel
vocab-item-014,vocab,le carrousel
vocab-item-015,vocab,la carotte
vocab-item-016,vocab,la caisse
vocab-item-017,vocab,le fromage
vocab-item-018,vocab,the cloak
vocab-item-019,vocab,l’étanchéité des vêtements
vocab-item-020,vocab,le sous-sol
vocab-item-021,vocab,le liège
vocab-item-022,vocab,le pain de maïs
vocab-item-023,vocab,le corset
vocab-item-024,vocab,la dumplatine
vocab-item-025,vocab,le coude
vocab-item-026,vocab,le ventilateur
vocab-item-027,vocab,la mousse
vocab-item-028,vocab,le bain de pieds
vocab-item-029,vocab,le gâteau aux fruits
vocab-item-030,vocab,la gouttière
vocab-item-031,vocab,le hamster
vocab-item-032,vocab,le hérisson
vocab-item-033,vocab,la houe
vocab-item-034,vocab,le houblon
vocab-item-035,vocab,the kimono
vocab-item-036,vocab,le loquet
vocab-item-037,vocab,le casier
vocab-item-038,vocab,la sullipop
vocab-item-039,vocab,la carte
vocab-item-040,vocab,le marshmallow
vocab-item-041,vocab,le net
vocab-item-042,vocab,le pétrole
vocab-item-043,vocab,l'omelette
vocab-item-044,vocab,la tarte
vocab-item-045,vocab,le pistache
vocab-item-046,vocab,le pichet
vocab-item-047,vocab,la pomme de terre
vocab-item-048,vocab,le prisme
vocab-item-049,vocab,la flaque
vocab-item-050,vocab,la pompe
vocab-item-051,vocab,le riz
vocab-item-052,vocab,la selle
vocab-item-053,vocab,le sac de sable
vocab-item-054,vocab,l'échafaudage
vocab-item-055,vocab,la scoop
vocab-item-056,vocab,la mouette
vocab-item-057,vocab,le navire
vocab-item-058,vocab,la douche
vocab-item-059,vocab,l'argenterie
vocab-item-060,vocab,l'évier
vocab-item-061,vocab,le ski
vocab-item-062,vocab,la paresseuse
vocab-item-063,vocab,l'escargot
vocab-item-064,vocab,le sorbet
vocab-item-065,vocab,la spatule
vocab-item-066,vocab,le sprinkler
vocab-item-067,vocab,la courge
vocab-item-068,vocab,l'écureuil
vocab-item-069,vocab,le ragoût
vocab-item-070,vocab,la bande de caoutchouc
vocab-item-071,vocab,le moignon
vocab-item-072,vocab,le tournesol
vocab-item-073,vocab,l’espadon
vocab-item-074,vocab,la tapisserie
vocab-item-075,vocab,le teabag
vocab-item-076,vocab,le télescope
vocab-item-077,vocab,les thermos
vocab-item-078,vocab,le trésor
vocab-item-079,vocab,la trompette
vocab-item-080,vocab,la tulipe
vocab-item-081,vocab,la turbine
vocab-item-082,vocab,la dinde
vocab-item-083,vocab,la tortue
vocab-item-084,vocab,la machine à écrire
vocab-item-085,vocab,le pastèque
vocab-item-086,vocab,la roue à eau
vocab-item-087,vocab,la fourmi
vocab-item-088,vocab,la balle
vocab-item-089,vocab,l'ours
vocab-item-090,vocab,le canard
vocab-item-091,vocab,la fourche
vocab-item-092,vocab,le chaton
vocab-item-093,vocab,le genou
vocab-item-094,vocab,le milkshake
vocab-item-095,vocab,le skin
vocab-item-096,vocab,le mur
vocab-item-097,vocab,la roue
vocab-item-098,vocab,la ferme
vocab-item-099,vocab,jonglerie
vocab-item-100,vocab,la vinaigrette
vocab-item-101,vocab,le toit
vocab-item-102,vocab,aperçu
vocab-item-103,vocab,la règle
vocab-item-104,vocab,le tunnel
vocab-item-105,vocab,l'enveloppe
vocab-item-106,vocab,le diamant
vocab-item-107,vocab,le calendrier
vocab-item-108,vocab,le panda
vocab-item-109,vocab,la flèche
vocab-item-110,vocab,cueillette
vocab-item-111,vocab,gouttant
vocab-item-112,vocab,le chevalier
vocab-item-113,vocab,livraison
vocab-item-114,vocab,le dentiste
vocab-item-115,vocab,la griffe
vocab-item-116,vocab,l'uniforme
vocab-item-117,vocab,fourrure
vocab-item-118,vocab,le cormoran
vocab-item-119,vocab,extraire
vocab-item-120,vocab,l'arcade
vocab-item-121,vocab,l'artefact
vocab-item-122,vocab,aversion
vocab-item-123,vocab,le béret
vocab-item-124,vocab,applaudir
vocab-item-125,vocab,timide
vocab-item-126,vocab,le camp
vocab-item-127,vocab,chute
vocab-item-128,vocab,concentrique
vocab-item-129,vocab,la confiserie
vocab-item-130,vocab,le couturier
vocab-item-131,vocab,dégression
vocab-item-132,vocab,le divan
vocab-item-133,vocab,les zones humides
vocab-item-134,vocab,la fenêtre de la baie
vocab-item-135,vocab,l'esthéte
vocab-item-136,vocab,ecstatique
vocab-item-137,vocab,rickety
vocab-item-138,vocab,gourmet
vocab-item-139,vocab,gesticuler
vocab-item-140,vocab,la façade
vocab-item-141,vocab,la pente
vocab-item-142,vocab,l'habitude
vocab-item-143,vocab,l'intersection
vocab-item-144,vocab,l'irrigation
vocab-item-145,vocab,le kazoo
vocab-item-146,vocab,tchat
vocab-item-147,vocab,la colonie
vocab-item-148,vocab,Préserver
vocab-item-149,vocab,l'aube
vocab-item-150,vocab,mammifère
vocab-item-151,vocab,le métronome
vocab-item-152,vocab,le paléontologue
vocab-item-153,vocab,la percussion
vocab-item-154,vocab,le postérieur
vocab-item-155,vocab,précaire
vocab-item-156,vocab,la bordure
vocab-item-157,vocab,réanimation
vocab-item-158,vocab,la rosette
vocab-item-159,vocab,le safran
vocab-item-160,vocab,mischievous
vocab-item-161,vocab,l'écrémeuse
vocab-item-162,vocab,sédentaire
vocab-item-163,vocab,le suède
vocab-item-164,vocab,le tourniquet
vocab-item-165,vocab,la triade
vocab-item-166,vocab,dredging
vocab-item-167,vocab,Urbain
vocab-item-168,vocab,la vapeur
vocab-item-169,vocab,la vertèbre
vocab-item-170,vocab,le bandage
vocab-instruct-1,vocab,"Dans ce jeu, vous allez écouter les mots et regarder différentes images. Ton travail est de choisir la photo qui correspond au mot !"
vocab-practice-1,vocab,"Vous allez voir des images différentes, par exemple une photo d'une pomme et une photo d'une carotte. Ensuite, tu entendras un mot pour l'une des photos. Assure-toi de choisir l'image qui correspond au mot !"
vocab-instruct-2,vocab,"« Certains mots sont durs, et c'est normal. Si vous n'êtes pas sûr, il suffit de donner votre meilleure supposition! »"
vocab-instruct-3,vocab,"Si vous devez entendre le mot à nouveau, appuyez sur le bouton du haut-parleur."
shared-intro-devices,trog,"Vous pouvez appuyer sur un écran tactile, utiliser le pavé tactile ou appuyer sur les flèches pour cette activité. Essayez-le maintenant."
shared-choose-picture-press-arrow,trog,"Pour utiliser une flèche pour choisir une image, appuyez sur la touche qui pointe dans la même direction que la flèche située en dessous de l'image."
shared-intro-replay,trog,Vous pouvez appuyer sur le bouton de relecture pour entendre les choses à nouveau. Essayez maintenant.
trog-instr1-matching,trog,"Il s'agit d'une activité similaire, écoutez ce que je dis, puis regardez attentivement les photos. Choisissez la photo qui accompagne les mots que vous entendez."
ChildSurveyIntro,survey,"Ces questions vous posent des questions sur ce que vous vous sentez à l'école et sur certaines des choses que vous faites à l'école. Il n'y a pas de bonnes ou de mauvaises réponses. Choisissez la réponse qui décrit le mieux ce que vous pensez. Non, jamais; oui, une partie du temps; oui, la plupart du temps; oui, tout le temps; les deux premiers sont pour la pratique."
Example1Comic,survey,Vous aimez lire des bandes dessinées ?
Example2Neat,survey,Êtes-vous soigné et bien rangé à l'école?
TeacherNice,survey,Est-ce que votre professeur est gentil pour vous?
TeacherLike,survey,Votre professeur vous aime-t-il ?
TeacherListen,survey,Votre professeur vous écoute-t-il ?
SchoolFun,survey,Est-ce que l'école est amusante?
SchoolEnjoy,survey,Aimez-vous l'école?
SchoolHappy,survey,Êtes-vous heureux à l'école?
SchoolSafe,survey,Vous sentez-vous en sécurité à l'école?
ClassFriends,survey,Avez-vous des amis dans votre classe?
ClassHelp,survey,Les enfants de votre classe vous aident-ils quand vous en avez besoin?
ClassPlay,survey,Les enfants de votre classe jouent-ils avec vous?
ClassNice,survey,Les enfants de votre classe sont-ils gentils pour vous?
LonelySchool,survey,Vous sentez-vous seul à l'école?
LearningGood,survey,Êtes-vous doué pour apprendre des choses à l'école?
SchoolGiveUp,survey,"Lorsque le travail scolaire est difficile, renoncez-vous tout de suite?"
ReadingEnjoy,survey,Vous aimez faire des activités de lecture à l'école?
MathEnjoy,survey,Vous aimez pratiquer des activités mathématiques à l'école?
ReadingGood,survey,Êtes-vous doué à lire?
MathGood,survey,Êtes-vous doué pour les mathématiques?
GrowthMindSmart,survey,Certains enfants pensent qu'ils peuvent être plus intelligents s'ils travaillent vraiment dur. Pensez-vous que vous pouvez être plus intelligents si vous travaillez vraiment dur?
GrowthMindRead,survey,Certains enfants pensent qu'ils peuvent s'améliorer en lisant s'ils travaillent vraiment dur. Pensez-vous que vous pouvez vous améliorer en lisant si vous travaillez vraiment dur?
GrowthMindMath,survey,Certains enfants pensent qu'ils peuvent s'améliorer en mathématiques s'ils travaillent dur. Pensez-vous que vous pouvez vous améliorer en mathématiques si vous travaillez vraiment dur?
ChildSurveyRespoonses,survey,"Non, jamais; Oui, une partie du temps; Oui, la plupart du temps; Oui, tout le temps"
ToM-scene7-instruct1,theory-of-mind,"Voici Diana ce matin à l'école, Diana a mis son jouet dans ce tiroir, parce qu'elle ne voulait pas que quelqu'un le trouve."
ToM-scene7-instruct2,theory-of-mind,"Mais pendant que Diana était à l'extérieur, quelqu'un l'a trouvé, et l'a déplacé de l'intérieur du tiroir, à l'intérieur du bureau."
ToM-scene7-instruct3,theory-of-mind,Alors c’est maintenant le temps de jeu et Diana veut son jouet.
ToM-scene7-q1-false_belief,theory-of-mind,Où Diana cherchera-t-elle son jouet ?
ToM-scene7-q2-reality_check,theory-of-mind,Et où est vraiment son jouet ?
desk,theory-of-mind,Dans le bureau
drawer,theory-of-mind,Dans le tiroir
ToM-scene8-instruct1,theory-of-mind,"Ce matin, à son arrivée à l'école, Allie a mis son crayon jaune sur cette étagère, au-dessus de l'étagère du sac à dos."
ToM-scene8-instruct2,theory-of-mind,"Et puis elle est sortie pour jouer, voir? Et alors qu’elle était en dehors du jeu, le crayon jaune d’Allie est tombé du haut de la tablette vers l’arrière du sac à dos, voyez-vous?"
ToM-scene8-instruct3,theory-of-mind,"Puis Mike entre et Mike met son crayon au-dessus de l'étagère du sac à dos. Le crayon de Mike est aussi jaune, mais Allie est encore en dehors du jeu, donc elle n’a pas vu ce que Mike faisait."
ToM-scene8-q1-false_belief,theory-of-mind,"Maintenant, quand Allie viendra de l'extérieur, où va-t-elle chercher son crayon ?"
top,theory-of-mind,Sur l'étagère au-dessus de l'étagère du sac à dos
behind,theory-of-mind,Derrière l'étagère du sac à dos
ToM-scene-8-instruct4,theory-of-mind,"Voyons ce qu'elle fait. Oh, regardez, voici Allie qui vient chercher ce crayon en haut de l'étagère. Et maintenant Mike voit Allie atteindre ce crayon... le crayon qui est celui de Mike!"
ToM-scene-8-q2-emotion_reasoning,theory-of-mind,Que pensez-vous de Mike pour que Allie atteigne ce crayon?
ToM-scene-8-q3-emotion_reasoning,theory-of-mind,Comment pensez-vous que Mike se sentirait s'il n'avait pas vu Allie atteindre le crayon?
ToM-scene-8-q4-false_belief,theory-of-mind,Allie est-elle maigre et maladroite d’avoir pris le crayon de Mike ?
ToM-scene-8-q5-false_belief,theory-of-mind,Allie devrait-il avoir des problèmes avec le professeur pour avoir pris le crayon de Mike?
ToM-scene-8-q6-reality_check,theory-of-mind,Pouvez-vous aider Mike à trouver son crayon ?
ToM-scene-8-q7-reality_check,theory-of-mind,Pouvez-vous aider Allie à trouver son crayon ?
ToM-scene-9-instruct1,theory-of-mind,"C'est Mark. Mark joue un jeu vraiment stupide aujourd'hui et ne dit aucun mot tout au long de la journée. Au lieu de cela, Mark dessine des images. Mark est à la bibliothèque, décidant quel livre il aimerait lire. Maman montre Mark deux livres, un livre sur les tasses et un livre sur les collines."
ToM-scene-9-instruct2,theory-of-mind,"Mark dessine une photo d'une colline, pour dire à maman qu'il veut lire le livre sur les collines. Mais quand Mark donne la photo à maman, elle la tient à l'envers, de sorte qu'elle ressemble à une tasse!"
ToM-scene-9-q1-reality_check,theory-of-mind,Que voulait dire Marc pour dessiner?
hill,theory-of-mind,Une colline
cup,theory-of-mind,Une tasse
ToM-scene-9-q2-false_belief,theory-of-mind,"Quand la mère voit la photo, quel livre donnera-t-elle Marque? "
ToM-scene-9-q3-reality_check,theory-of-mind,Quel livre Mark veut-il vraiment? 
hillsbook,theory-of-mind,Le livre sur les collines
cupbook,theory-of-mind,Le livre sur les tasses
ToM-scene-9-q4-emotion_reasoning,theory-of-mind,"Regardez, maman a réalisé son erreur et a donné à Mark le livre qu'il voulait vraiment ! Que pensez-vous de Mark pour obtenir le livre qu'il voulait?"
ToM-scene-10-instruct1,theory-of-mind,L'enseignante Sarah raconte à tous les enfants de prendre un récit dans le sac qu'elle a apporté. Il y a un récit pour chaque enfant.
ToM-scene-10-instruct2,theory-of-mind,"Il reste maintenant deux livres de conte, et Brian et Megan sont les deux derniers enfants sans livres d'histoires. Mais quand Brian va chercher son livre de conte, il décide de prendre les deux livres de conte, même s’il sait que Megan n’a pas encore de livre d’histoire et que tout le monde est censé en avoir un. Brian cache le livre de contes supplémentaire dans son bureau."
ToM-scene-10-q1-emotion_reasoning,theory-of-mind,Comment Megan ressent-il d'être le seul enfant sans livre d'histoire?
ToM-scene-10-q2-emotion_reasoning,theory-of-mind,Comment Mégan se sentirait-elle si elle recevait un livre?
ToM-scene-10-instruct3,theory-of-mind,"L’enseignante Sarah demande à Brian, “Y a-t-il encore un livre de contes restant, pour que Megan puisse en avoir un?” et Brian dit au professeur Sarah, “Non, il n’y a plus de livre d’histoires. Ils sont tous utilisés en ce moment.&#160;»"
ToM-scene-10-q3-reality_check,theory-of-mind,Brian est-il un mensonge ?
ToM-scene-10-q4-reality_check,theory-of-mind,Y a-t-il encore un livre de contes qui n’est pas utilisé en ce moment ?
ToM-scene-10-instruct4,theory-of-mind,"Megan est triste qu'elle n'a pas de livre de conte, et demande à l'enseignante Sarah, ""Y a-t-il un livre de contes supplémentaire pour moi? L’enseignant Sarah dit : « Je suis désolé de Mégan, mais il ne reste plus aucun livre d’histoire, ils sont tous utilisés en ce moment »."
ToM-scene-10-q5-false_belief,theory-of-mind,L'enseignant Sarah mentira-t-il?
ToM-scene-10-q6-reality_check,theory-of-mind,Y a-t-il encore un livre de contes qui n’est pas utilisé en ce moment ?
ToM-scene-11-instruct1,theory-of-mind,"Plus tôt dans la journée, Josh rangeait sa chambre. Josh a mis son gros basket-ball sur son bureau, son ballon de football de taille moyenne sur sa table, et son petit base-ball sur l'étagère du bas."
ToM-scene-11-instruct2,theory-of-mind,La mère de Josh vient d’entrer et Josh demande à sa mère de se procurer l’un des jouets. Et Josh dit à sa mère: « Je veux la petite balle! »
ToM-scene-11-q1-reference,theory-of-mind,Quelle boule va être maman pour Josh?
ToM-scene-11-q2-reality_check,theory-of-mind,Quelle balle veut Josh?
baseball,theory-of-mind,Le baseball
soccerball,theory-of-mind,La balle de football
basketball,theory-of-mind,Le basket-ball
ToM-scene-11-q3-emotion_reasoning,theory-of-mind,Josh voulait le baseball mais maman lui a donné le ballon de football! Que pensez-vous de Josh de recevoir le mauvais jouet?
ToM-scene-11-q4-emotion_reasoning,theory-of-mind,Comment pensez-vous que Josh se sentirait s'il avait reçu le bon jouet?
ToM-scene-12-instruct1,theory-of-mind,"Ce matin, papa a demandé à Emma quel jouet elle aimerait aller à l'école. et Emma lui dit qu'elle aimerait jouer avec sa boule verte au repos."
ToM-scene-12-instruct2,theory-of-mind,"Emma est ensuite allé dans sa chambre pour se préparer à l’école. Pendant qu’elle s’apprêtait à se préparer, elle changea d’avis, alors elle cria à son père, “En fait, puis-je avoir mon ballon rouge à la place? et a continué à se préparer à l'école. Mais Papa n’a pas entendu Emma demander sa balle rouge."
ToM-scene-12-q1-false_belief,theory-of-mind,Quel jouet Papa pense-t-il que Emma veut faire ses études ?
ToM-scene-12-instruct3,theory-of-mind,"Papa n’a pas entendu Emma dire qu’elle veut son ballon rouge, alors papa pense qu’Emma veut sa boule verte. Papa va emballer le sac d’Emma, mais ne trouve pas sa boule verte dans la boîte à jouets! Mais papa trouve une boule violette dans la boîte à jouets, alors il emballe la boule violette pour Emma à la place."
ToM-scene-12-q2-false_belief,theory-of-mind,Emma sait-il que Papa a emballé la boule violette?
ToM-scene-12-q3-false_belief,theory-of-mind,Quelle boule Emma pense-t-elle que Papa est emballé ?
greenball,theory-of-mind,La boule verte
redball,theory-of-mind,La boule rouge
purpleball,theory-of-mind,La boule violette
ToM-scene-12-instruct4,theory-of-mind,"En route vers l’école, Papa dit à Emma : « Je suis désolé, je n’ai pas pu emballer le jouet que vous vouliez parce que je ne pouvais pas le trouver »."
ToM-scene-12-q4-reality_check,theory-of-mind,Quel jouet Emma veut-il?
ToM-scene-12-q5-reality_check,theory-of-mind,Quel jouet papa a-t-il fait pour Emma?
ToM-scene-12-instruct5,theory-of-mind,Emma est très heureuse de jouer avec son ballon.
ToM-scene13-instruct1,theory-of-mind,"Cet après-midi à l'école, Gabriel a mis son crayon dans sa boîte à crayon."
ToM-scene13-instruct2,theory-of-mind,"Mais pendant que Gabriel était à l'extérieur, quelqu'un a utilisé son crayon !"
ToM-scene13-instruct3,theory-of-mind,"Alors c’est maintenant le moment pour la classe, et Gabriel veut son crayon."
ToM-scene13-q1-false_belief,theory-of-mind,Où Gabriel cherchera-t-il son crayon ?
box,theory-of-mind,Dans la boîte
basket,theory-of-mind,Dans le panier
ToM-scene13-q2-reality_check,theory-of-mind,Et où est vraiment son crayon ?
ToM-scene14-instruct1,theory-of-mind,"Cet après-midi, à son retour, Bobby a mis son ballon de football sur la table."
ToM-scene14-instruct2,theory-of-mind,"Et puis il est sorti pour jouer, voir? Voici Bobby jouer dehors. Et alors qu’il était hors de jeu, la balle de football de Bobby est tombée de la table et sur le sol."
ToM-scene14-instruct3,theory-of-mind,"La sœur de Bobby’s Anna entrera dans l’enceinte. Anna a aussi un ballon de football, Anna met sa balle sur la table. Bobby est encore en dehors du jeu, donc il n'a pas vu ce qu'Anna faisait."
ToM-scene14-q1-false_belief,theory-of-mind,"Maintenant, quand Bobby viendra de l'extérieur, où va-t-il chercher sa balle de football ?"
table,theory-of-mind,Sur la table
floor,theory-of-mind,Sur le sol
ToM-scene-14-instruct4,theory-of-mind,"Voyons ce qu'il fait, regardez, voici Bobby qui vient pour la balle de football sur la table. Et maintenant, Anna voit Bobby atteindre pour ce ballon de football... le ballon de football qui est celui d'Anna!"
ToM-scene-14-q2-emotion_reasoning,theory-of-mind,Comment pensez-vous qu'Anna se sent à l'idée que Bobby arrive pour cette balle de football?
ToM-scene-14-q3-emotion_reasoning,theory-of-mind,Comment pensez-vous qu'Anna se sentirait si elle n'avait pas vu Bobby atteindre le ballon de football?
ToM-scene-14-q4-false_belief,theory-of-mind,Est-ce que Bobby est méchant et méchant pour avoir pris la balle de football d’Anna ?
