identifier,labels,en,es-CO,de,fr-CA,nl,context
same-different-selection-touch-white,same-different-selection,Choose the star on the white card.,Escoge la estrella en la carta blanca.,Wähle den Stern auf der weißen Karte.,Choose the star on the white card.,Kies de ster op de witte kaart.,"same-different-selection-touch-white
Final es-co & de translation review complete"
same-different-selection-touch-gray,same-different-selection,Choose the star on the gray card.,Escoge la estrella en la carta gris.,Wähle den Stern auf der grauen Karte.,Choose the star on the gray card.,Kies de ster op de grijze kaart.,"same-different-selection-touch-gray
Final es-co & de translation review complete"
same-different-selection-touch-black,same-different-selection,Choose the star on the black card.,Escoge la estrella en la carta negra.,Wähle den Stern auf der schwarzen Karte.,Choose the star on the black card.,Kies de ster op de zwarte kaart.,"same-different-selection-touch-black
Final es-co & de translation review complete"
same-different-selection-touch-striped,same-different-selection,Choose the star on the striped card.,Escoge la estrella en la carta con rayas.,Wähle den Stern auf der gestreiften Karte.,Choose the star on the striped card.,Kies de ster op de gestreepte kaart.,"same-different-selection-touch-striped
Final es-co & de translation review complete"
same-different-selection-touch-1,same-different-selection,Choose the card with 1 star.,Escoge la carta con 1 estrella.,Wähle die Karte mit einem Stern.,Choose the card with 1 star.,Kies de kaart met 1 ster.,"same-different-selection-touch-1
Final es-co & de translation review complete"
same-different-selection-touch-2,same-different-selection,Choose the card with 2 stars.,Escoge la carta con 2 estrellas.,Wähle die Karte mit zwei Sternen.,Choose the card with 2 stars.,Kies de kaart met 2 sterren.,"same-different-selection-touch-2
Final es-co & de translation review complete"
same-different-selection-touch-3,same-different-selection,Choose the card with 3 stars.,Escoge la carta con 3 estrellas.,Wähle die Karte mit drei Sternen.,Choose the card with 3 stars.,Kies de kaart met 3 sterren.,"same-different-selection-touch-3
Final es-co & de translation review complete"
same-different-selection-touch-4,same-different-selection,Choose the card with 4 stars.,Escoge la carta con 4 estrellas.,Wähle die Karte mit vier Sternen.,Choose the card with 4 stars.,Kies de kaart met 4 sterren.,"same-different-selection-touch-4
Final es-co & de translation review complete"
same-different-selection-instruct2,same-different-selection,Now you're going to see two cards that are the same in one way. Then you will see a new card that is similar to one of those cards. Your job is to choose the card that is similar to the new card.,Ahora vas a ver dos cartas que son iguales de alguna manera. Luego vas a ver una nueva carta que se parece a una de esas cartas. Tu trabajo es elegir la carta que se parece en algo a esa nueva carta.,"Jetzt siehst du zwei Karten, die in einer Hinsicht gleich sind. Dann siehst du eine neue Karte, die einer der ersten beiden Karten ähnlich ist. Deine Aufgabe ist es, die Karte zu wählen, die der neuen Karte ähnlich ist.",Now you're going to see two cards that are the same in one way. Then you will see a new card that is similar to one of those cards. Your job is to choose the card that is similar to the new card.,Nu ga je twee kaarten zien die op één manier hetzelfde zijn. Dan zie je een nieuwe kaart die lijkt op een van die kaarten. Jouw taak is om de kaart te kiezen die lijkt op de nieuwe kaart.,"same-different-selection-instruct2
Final es-co & de translation review complete"
same-different-selection-instruct3,same-different-selection,"Now you're going to see three cards, and you're going to choose two that are the same in some way. Then you're going to see the same cards again, and pick two cards that are the same in a different way.","Ahora vas a ver tres cartas y debes escoger dos que sean iguales de alguna manera. Luego vas a ver las mismas tres cartas, pero  vas a escoger otras dos cartas que sean iguales de alguna otra manera.","Jetzt siehst du drei Karten und wählst zwei aus, die auf irgendeine Weise gleich sind. Dann siehst du dieselben Karten noch einmal und wählst zwei Karten aus, die auf eine andere Weise gleich sind.","Now you're going to see three cards, and you're going to choose two that are the same in some way. Then you're going to see the same cards again, and pick two cards that are the same in a different way.","Nu ga je drie kaarten zien, en je gaat er twee kiezen die op een bepaalde manier hetzelfde zijn. Dan ga je dezelfde kaarten weer zien, en je kiest er twee die op een andere manier hetzelfde zijn.","same-different-selection-instruct3
Final es-co & de translation review complete"
same-different-selection-both-circles,same-different-selection,Here are two cards. Something's the same. They both have circles.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen círculos.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Kreise.,Here are two cards. Something's the same. They both have circles.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei cirkels.,"same-different-selection-both-circles
Final es-co & de translation review complete"
same-different-selection-both-squares,same-different-selection,Here are two cards. Something's the same. They both have squares.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen cuadrados.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Quadrate.,Here are two cards. Something's the same. They both have squares.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei vierkanten.,"same-different-selection-both-squares
Final es-co & de translation review complete"
same-different-selection-both-triangles,same-different-selection,Here are two cards. Something's the same. They both have triangles.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen triángulos.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Dreiecke.,Here are two cards. Something's the same. They both have triangles.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei driehoeken.,"same-different-selection-both-triangles
Final es-co & de translation review complete"
same-different-selection-both-red,same-different-selection,Here are two cards. Something's the same. They both have red shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras rojas.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Formen.,Here are two cards. Something's the same. They both have red shapes.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei rode vormen.,"same-different-selection-both-red
Final es-co & de translation review complete"
same-different-selection-both-green,same-different-selection,Here are two cards. Something's the same. They both have green shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras verdes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen grüne Formen.,Here are two cards. Something's the same. They both have green shapes.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei groene vormen.,"same-different-selection-both-green
Final es-co & de translation review complete"
same-different-selection-both-yellow,same-different-selection,Here are two cards. Something's the same. They both have yellow shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras amarillas.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen gelbe Formen.,Here are two cards. Something's the same. They both have yellow shapes.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei gele vormen.,"same-different-selection-both-yellow
Final es-co & de translation review complete"
same-different-selection-both-blue,same-different-selection,Here are two cards. Something's the same. They both have blue shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras azules.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen blaue Formen.,Here are two cards. Something's the same. They both have blue shapes.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei blauwe vormen.,"same-different-selection-both-blue
Final es-co & de translation review complete"
same-different-selection-both-small,same-different-selection,Here are two cards. Something's the same. They both have small shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras pequeñas.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen kleine Formen.,Here are two cards. Something's the same. They both have small shapes.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei kleine vormen.,"same-different-selection-both-small
Final es-co & de translation review complete"
same-different-selection-both-medium,same-different-selection,Here are two cards. Something's the same. They both have medium-sized shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras medianas.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen mittelgroße Formen.,Here are two cards. Something's the same. They both have medium-sized shapes.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei middelgrote vormen.,"same-different-selection-both-medium
Final es-co & de translation review complete"
same-different-selection-both-large,same-different-selection,Here are two cards. Something's the same. They both have large shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras grandes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen große Formen.,Here are two cards. Something's the same. They both have large shapes.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei grote vormen.,"same-different-selection-both-large
Final es-co & de translation review complete"
sds-prompt3,same-different-selection,Here is another card. Which of these is similar to this one?,Aquí hay otra carta. ¿Cuál de estas tiene algo que es igual a esta?,Hier ist eine weitere Karte. Welche Karte sieht dieser ähnlich? ,Here is another card. Which of these is similar to this one?,Hier is nog een kaart. Welke van deze lijkt op deze?,"sds-prompt3
Final es-co & de translation review complete"
sds-3match-prompt2,same-different-selection,Here is the same set of cards again. Choose two cards that are the same in a different way.,Aquí están otra vez las mismas cartas. Ahora debe escoger dos cartas que sean pareja porque son iguales en algo diferente.,"Hier siehst du die gleichen Karten nochmal. Wähle zwei Bilder aus, die auf unterschiedliche Art und Weise gleich sind.",Here is the same set of cards again. Choose two cards that are the same in a different way.,Hier is dezelfde set kaarten weer. Kies twee kaarten die op een andere manier hetzelfde zijn.,"sds-3match-prompt2
Final es-co & de translation review complete"
sds-2match-prompt1,same-different-selection,Here is a new set of cards. Choose two cards that are the same in some way.,Aquí hay un nuevo grupo de cartas. Escoge dos cartas que sean iguales en algún aspecto. ,"Hier sind neue Karten. Wähle zwei Karten aus, die in irgendeiner Weise gleich sind.",Here is a new set of cards. Choose two cards that are the same in some way.,Hier is een nieuwe set kaarten. Kies twee kaarten die op een bepaalde manier hetzelfde zijn.,"sds-2match-prompt1
Final es-co & de translation review complete"
sds-2match-prompt2,same-different-selection,Choose two cards that are the same in a different way.,Escoge dos cartas que sean pareja porque son iguales en algo diferente. ,"Wähle zwei Karten, die auf unterschiedliche Weise gleich sind.",Choose two cards that are the same in a different way.,Kies twee kaarten die op een andere manier hetzelfde zijn.,"sds-2match-prompt2
Final es-co & de translation review complete"
sds-3unique-prompt1,same-different-selection,Choose three cards that are the same in only one way.,Escoge tres cartas que sean iguales en un solo aspecto. ,"Wähle drei Karten aus, die in irgendeiner Weise gleich sind.",Choose three cards that are the same in only one way.,Kies drie kaarten die slechts op één manier hetzelfde zijn.,"sds-3unique-prompt1
Final es-co & de translation review complete"
sds-3unique-prompt2,same-different-selection,Choose another three cards that are the same in only one way.,Escoge otras tres cartas que sean iguales en un solo aspecto.,"Wähle drei weitere Karten aus, die auf unterschiedliche Art und Weise gleich sind.",Choose another three cards that are the same in only one way.,Kies nog drie kaarten die slechts in één opzicht hetzelfde zijn.,"sds-3unique-prompt2
Final es-co & de translation review complete"
memory-game-display,memory-game,Watch the squares light up.,Observa se iluminan los cuadrados.,"Beobachte, wie die Quadrate aufleuchten.",Watch the squares light up.,Kijk hoe de vierkantjes oplichten.,"memory-game-display
Final es-co & de translation review complete"
memory-game-input,memory-game,Touch the squares in the same order.,Toca los cuadrados en el mismo orden.,Berühre die Quadrate in der gleichen Reihenfolge.,Touch the squares in the same order.,Raak de vakjes in dezelfde volgorde aan.,"memory-game-input
Final es-co & de translation review complete"
memory-game-instruct1,memory-game,This is the memory game. Here's how you play it.,Este es el juego de la memoria. Las reglas son las siguientes.,Das ist ein Memory-Spiel. Ich erkläre dir jetzt wie das Memory-Spiel funktioniert.,This is the memory game. Here's how you play it.,Dit is het geheugenspel. Zo speel je het.,"memory-game-instruct1
Final es-co & de translation review complete"
memory-game-instruct2,memory-game,You will see squares light up.,Verás que los cuadrados se iluminan.,"Du wirst sehen, dass Quadrate aufleuchten.",You will see squares light up.,Je ziet dat de vierkantjes oplichten.,"memory-game-instruct2
Final es-co & de translation review complete"
memory-game-instruct3,memory-game,You're going to touch the squares in the same order.,Vas a tocar los cuadrados en el mismo orden.,Du musst die Quadrate in der gleichen Reihenfolge berühren.,You're going to touch the squares in the same order.,Je gaat de vierkanten in dezelfde volgorde aanraken.,"memory-game-instruct3
Final es-co & de translation review complete"
memory-game-instruct4,memory-game,Watch carefully! Try to remember the order.,¡Observa con atención! Intenta recordar el orden.,"Pass gut auf! Versuche, dir die Reihenfolge zu merken.",Watch carefully! Try to remember the order.,Let goed op! Probeer de volgorde te onthouden.,"memory-game-instruct4
Final es-co & de translation review complete"
memory-game-forward-prompt,memory-game,Choose the squares in the same order.,Escoge los cuadrados en el mismo orden.,Wähle die Quadrate in der gleichen Reihenfolge.,Choose the squares in the same order.,Kies de vakjes in dezelfde volgorde.,"memory-game-forward-prompt
Final es-co & de translation review complete"
memory-game-forward-try-again,memory-game,That's not right. Try again. Choose the squares in the same order.,La respuesta no es correcta.  Inténtalo de nuevo. Escoge los cuadrados en el mismo orden.,Das ist nicht richtig. Versuch es noch einmal. Wähle die Quadrate in der gleichen Reihenfolge.,That's not right. Try again. Choose the squares in the same order.,Dat klopt niet. Probeer het opnieuw. Kies de vierkanten in dezelfde volgorde.,"memory-game-forward-try-again
"
memory-game-instruct5,memory-game,This time the game won't tell you if you're right or wrong. Let’s start playing the memory game!,Esta vez el juego no te dirá si la respuesta es correcta o no. ¡Empecemos a jugar al juego de memoria!,"Dieses Mal wird dir das Spiel nicht sagen, ob du richtig oder falsch liegst. Los geht's mit dem Memory-Spiel!",This time the game won't tell you if you're right or wrong. Let’s start playing the memory game!,Deze keer vertelt het spel je niet of je goed of fout zit. Laten we het geheugenspel spelen!,"memory-game-instruct5
Final es-co & de translation review complete"
memory-game-instruct6,memory-game,Now let's play the memory game in reverse!,Ahora vamos a jugar al juego de la memoria a la inversa.,Spielen wir das Memory-Spiel umgekehrt!,Now let's play the memory game in reverse!,Laten we het geheugenspel nu omgekeerd spelen!,"memory-game-instruct6
"
memory-game-instruct7,memory-game,Let’s start playing the memory game!,¡Empecemos a jugar al juego de memoria!,Los geht's mit dem Memory-Spiel!,Let’s start playing the memory game!,Laten we beginnen met het geheugenspel!,"memory-game-instruct7
Final es-co & de translation review complete"
memory-game-backward-prompt,memory-game,Choose the squares in the backward order.,Escoge los cuadrados en orden inverso.,Wähle die Quadrate in der umgekehrten Reihenfolge.,Choose the squares in the backward order.,Kies de vakjes in omgekeerde volgorde.,"memory-game-backward-prompt
Final es-co & de translation review complete"
memory-game-backward-try-again,memory-game,That's not right. Try again. Choose the squares in the backward order.,La respuesta no es correcta.  Inténtalo de nuevo. Escoge los cuadrados en orden inverso.,Das ist nicht richtig. Versuch es noch einmal. Wähle die Quadrate in der umgekehrten Reihenfolge.,That's not right. Try again. Choose the squares in the backward order.,Dat klopt niet. Probeer het opnieuw. Kies de vakjes in de omgekeerde volgorde.,"memory-game-backward-try-again
"
heart-instruct1,hearts-and-flowers,This is the heart game. Here's how you play it.,Este es el juego del corazón. Las reglas son las siguientes.,Das ist das Herzspiel. Ich erkläre dir jetzt wie das Herzspiel funktioniert.,This is the heart game. Here's how you play it.,Dit is het hartspel. Zo speel je het.,"heart-instruct1
Final es-co & de translation review complete"
heart-instruct2,hearts-and-flowers,"When you see a heart, press the button on the same side.","Cuando veas un corazón, presiona el botón del mismo lado.","Wenn du ein Herz siehst, drücke den Knopf auf der gleichen Seite.","When you see a heart, press the button on the same side.","Wanneer je een hartje ziet, druk je op de knop aan dezelfde kant.","heart-instruct2
Final es-co & de translation review complete"
hearts-and-flowers-try-again,hearts-and-flowers,That's not right. Try again.,La respuesta no es correcta.  Inténtalo de nuevo.,Das ist nicht richtig. Versuch es noch einmal.,That's not right. Try again.,Dat klopt niet. Probeer het nog eens.,"hearts-and-flowers-try-again
Final es-co & de translation review complete"
heart-practice-feedback1,hearts-and-flowers,The heart is on the right side. Press the right button.,El corazón está en el lado derecho. Presiona el botón derecho.,Das Herz befindet sich auf der rechten Seite. Drücke die rechte Taste.,The heart is on the right side. Press the right button.,Het hart zit aan de rechterkant. Druk op de juiste knop.,"heart-practice-feedback1
Final es-co & de translation review complete"
hearts-and-flowers-practice-time,hearts-and-flowers,Time to practice!,¡Es hora de practicar!,Jetzt kannst du üben!,Time to practice!,Tijd om te oefenen!,"hearts-and-flowers-practice-time
Final es-co & de translation review complete"
heart-practice-feedback2,hearts-and-flowers,"Remember! When you see a HEART, press the button on the SAME side.","¡Recuerda! Cuando veas un CORAZÓN, presiona el botón del MISMO lado.","Nicht vergessen! Wenn du ein HERZ siehst, drücke den Knopf auf der GLEICHEN Seite.","Remember! When you see a HEART, press the button on the SAME side.","Onthoud! Wanneer je een HART ziet, druk dan op de knop aan DEZELFDE kant.","heart-practice-feedback2
Final es-co & de translation review complete"
hearts-and-flowers-instruct1,hearts-and-flowers,This time the game will go faster. It won't tell you if you are right or wrong. Try to keep up!,Esta vez el juego irá más rápido. No te dirá si la respuesta es correcta o no. ¡Trata de seguir el ritmo!,"Jetzt spielen wir das Spiel schneller. Es wird dir nicht sagen, ob du richtig oder falsch liegst. Versuch hinterherzukommen!",This time the game will go faster. It won't tell you if you are right or wrong. Try to keep up!,Deze keer gaat het spel sneller. Het vertelt je niet of je goed of fout zit. Probeer bij te blijven!,"hearts-and-flowers-instruct1
Final es-co & de translation review complete"
hearts-and-flowers-instruct2,hearts-and-flowers,"Try to answer as fast as you can without making mistakes. If you make a mistake, just keep going!","Intenta responder lo más rápido que puedas sin cometer errores. Si cometes un error, ¡sigue adelante!","Versuche, so schnell wie möglich zu antworten, ohne Fehler zu machen. Wenn du einen Fehler machst, mach einfach weiter!","Try to answer as fast as you can without making mistakes. If you make a mistake, just keep going!","Probeer zo snel mogelijk te antwoorden zonder fouten te maken. Als je een fout maakt, ga dan gewoon door!","hearts-and-flowers-instruct2
Final es-co & de translation review complete"
hearts-and-flowers-play-time,hearts-and-flowers,Time to play!,¡Hora de jugar!,Jetzt geht das Spiel richtig los!,Time to play!,Tijd om te spelen!,"hearts-and-flowers-play-time
Final es-co & de translation review complete"
flower-instruct1,hearts-and-flowers,This is the flower game. Here's how you play it.,Este es el juego de las flores. Las reglas son las siguientes.,Das ist das Blumenspiel. Ich erkläre dir jetzt wie das Blumenspiel funktioniert.,This is the flower game. Here's how you play it.,Dit is het bloemenspel. Zo speel je het.,"flower-instruct1
Final es-co & de translation review complete"
flower-instruct2,hearts-and-flowers,"When you see a flower, press the button on the opposite side.","Cuando veas una flor, presiona el botón del lado opuesto.","Wenn du eine Blume siehst, drückst du den Knopf auf der GEGENÜBERLIEGENDEN Seite.","When you see a flower, press the button on the opposite side.","Wanneer je een bloem ziet, druk je op de knop aan de andere kant.","flower-instruct2
Final es-co & de translation review complete"
flower-practice-feedback1,hearts-and-flowers,The flower is on the left side. Press the right button.,La flor está en el lado izquierdo. Presione el botón derecho.,Die Blume ist auf der linken Seite. Drücke den rechten Knopf.,The flower is on the left side. Press the right button.,De bloem staat aan de linkerkant. Druk op de rechterknop.,"flower-practice-feedback1
Final es-co & de translation review complete"
flower-practice-feedback2,hearts-and-flowers,"When you see a FLOWER, press the button on the OPPOSITE side.","Cuando veas una FLOR, presiona el botón en el lado OPUESTO.","Wenn du eine Blume siehst, drücke den Knopf auf der GEGENÜBERLIEGENDEN Seite.","When you see a FLOWER, press the button on the OPPOSITE side.","Wanneer je een BLOEM ziet, druk dan op de knop aan de TEGENOVERGESTELDE kant.","flower-practice-feedback2
Final es-co & de translation review complete"
hearts-and-flowers-instruct3,hearts-and-flowers,"Now, we're going to play a game with hearts and flowers.","Ahora, vamos a jugar un juego con corazones y flores.",Jetzt werden wir ein Spiel mit Herzen und Blumen spielen.,"Now, we're going to play a game with hearts and flowers.",Nu gaan we een spelletje doen met hartjes en bloemen.,"hearts-and-flowers-instruct3
Final es-co & de translation review complete"
hearts-and-flowers-encourage1,hearts-and-flowers,Try to keep up!,¡Trata de seguir el ritmo!,Versuch hinterherzukommen!,Try to keep up!,Probeer bij te blijven!,"hearts-and-flowers-encourage1
Final es-co & de translation review complete"
hearts-and-flowers-encourage2,hearts-and-flowers,"If you make a mistake, just keep going!","Si cometes un error, ¡sigue adelante!","Wenn du einen Fehler machst, mach einfach weiter!","If you make a mistake, just keep going!","Als je een fout maakt, ga dan gewoon door!","hearts-and-flowers-encourage2
Final es-co & de translation review complete"
hearts-and-flowers-end,hearts-and-flowers,Great job! You completed the game!,"¡Bien hecho, has terminado el juego!",Gut gemacht! Dieses Spiel ist jetzt zu Ende.,Great job! You completed the game!,Goed gedaan! Je hebt het spel uitgespeeld!,"hearts-and-flowers-end
Final es-co & de translation review complete"
vocab-item-001,vocab,the acorn,la bellota,die eichel,the acorn,de eikel,"vocab-item-001
"
vocab-item-002,vocab,the aloe,el áloe,die aloe,the aloe,de aloë,"vocab-item-002
"
vocab-item-003,vocab,the antenna,la antena,die antenne,the antenna,de antenne,"vocab-item-003
"
vocab-item-004,vocab,the artichoke,la alcachofa,die artischocke,the artichoke,de artisjok,"vocab-item-004
"
vocab-item-005,vocab,the bamboo,el bambú,der bambus,the bamboo,de bamboe,"vocab-item-005
"
vocab-item-006,vocab,the barrel,el barril,das fass,the barrel,het vat,"vocab-item-006
"
vocab-item-007,vocab,the blender,la licuadora,der mixer,the blender,de blender,"vocab-item-007
"
vocab-item-008,vocab,the blower,el soplador,das gebläse,the blower,de blazer,"vocab-item-008
"
vocab-item-009,vocab,the bouquet,el ramo,der blumenstrauß,the bouquet,het boeket,"vocab-item-009
"
vocab-item-010,vocab,the buffet,el bufé,das buffet,the buffet,het buffet,"vocab-item-010
"
vocab-item-011,vocab,the bulldozer,la excavadora,die planierraupe,the bulldozer,de bulldozer,"vocab-item-011
"
vocab-item-012,vocab,the cake,el pastel,der kuchen,the cake,de taart,"vocab-item-012
"
vocab-item-013,vocab,the caramel,el caramelo,das karamell,the caramel,de karamel,"vocab-item-013
"
vocab-item-014,vocab,the carousel,el carrusel,das karussell,the carousel,de draaimolen,"vocab-item-014
"
vocab-item-015,vocab,the carrot,la zanahoria,die karotte,the carrot,de wortel,"vocab-item-015
"
vocab-item-016,vocab,the cassette,el casete,die kassette,the cassette,de cassette,"vocab-item-016
"
vocab-item-017,vocab,the cheese,el queso,der käse,the cheese,de kaas,"vocab-item-017
"
vocab-item-018,vocab,the cloak,la capucha,der mantel,the cloak,de mantel,"vocab-item-018
"
vocab-item-019,vocab,the clothespin,la pinza para la ropa,die wäscheklammer,the clothespin,de wasknijper,"vocab-item-019
"
vocab-item-020,vocab,the coaster,el portavasos,der untersetzer,the coaster,de achtbaan,"vocab-item-020
"
vocab-item-021,vocab,the cork,el corcho,der korken,the cork,de kurk,"vocab-item-021
"
vocab-item-022,vocab,the cornbread,el pan de maíz,das maisbrot,the cornbread,het maïsbrood,"vocab-item-022
"
vocab-item-023,vocab,the corset,el corsé,das korsett,the corset,het korset,"vocab-item-023
"
vocab-item-024,vocab,the dumpling,el dumpling,der Teigtaschen,the dumpling,de knoedel,"vocab-item-024
"
vocab-item-025,vocab,the elbow,el codo,der ellbogen,the elbow,de elleboog,"vocab-item-025
"
vocab-item-026,vocab,the fan,el ventilador,der ventilator,the fan,de ventilator,"vocab-item-026
"
vocab-item-027,vocab,the foam,la espuma,der schaumstoff,the foam,het schuim,"vocab-item-027
"
vocab-item-028,vocab,the footbath,la lavapiés,das fußbad,the footbath,het voetbad,"vocab-item-028
"
vocab-item-029,vocab,the fruitcake,el pastel de frutas,der obstkuchen,the fruitcake,de vruchtencake,"vocab-item-029
"
vocab-item-030,vocab,the gutter,la canaleta,die dachrinne,the gutter,de goot,"vocab-item-030
"
vocab-item-031,vocab,the hamster,el hámster,der hamster,the hamster,de hamster,"vocab-item-031
"
vocab-item-032,vocab,the hedgehog,el erizo,der igel,the hedgehog,de egel,"vocab-item-032
"
vocab-item-033,vocab,the hoe,la azadilla,die hacke,the hoe,de schoffel,"vocab-item-033
"
vocab-item-034,vocab,the hopscotch,la golosa,Himmel und Hölle,the hopscotch,de hinkelbaan,"vocab-item-034
"
vocab-item-035,vocab,the kimono,el kimono,der kimono,the kimono,de kimono,"vocab-item-035
"
vocab-item-036,vocab,the latch,el cerrojo,der riegel,the latch,de klink,"vocab-item-036
"
vocab-item-037,vocab,the locker,el casillero,das schließfach,the locker,het kluisje,"vocab-item-037
"
vocab-item-038,vocab,the lollipop,la chupeta,der lollipop,the lollipop,de lolly,"vocab-item-038
"
vocab-item-039,vocab,the map,el mapa,die karte,the map,de kaart,"vocab-item-039
"
vocab-item-040,vocab,the marshmallow,el malvavisco,der marshmallow,the marshmallow,de marshmallow,"vocab-item-040
"
vocab-item-041,vocab,the net,la malla,das netz,the net,het net,"vocab-item-041
"
vocab-item-042,vocab,the oil,el aceite,das öl,the oil,de olie,"vocab-item-042
"
vocab-item-043,vocab,the omelet,la tortilla,das omelett,the omelet,de omelet,"vocab-item-043
"
vocab-item-044,vocab,the pie,la tarta,der kuchen,the pie,de taart,"vocab-item-044
"
vocab-item-045,vocab,the pistachio,el pistacho,die pistazien,the pistachio,de pistache,"vocab-item-045
"
vocab-item-046,vocab,the pitcher,la jarra,der krug,the pitcher,de kruik,"vocab-item-046
"
vocab-item-047,vocab,the potato,la papa,die kartoffel,the potato,de aardappel,"vocab-item-047
"
vocab-item-048,vocab,the prism,el prisma,das prisma,the prism,het prisma,"vocab-item-048
"
vocab-item-049,vocab,the puddle,el charco,die pfütze,the puddle,de plas,"vocab-item-049
"
vocab-item-050,vocab,the pump,la bomba de agua,die pumpe,the pump,de pomp,"vocab-item-050
"
vocab-item-051,vocab,the rice,el arroz,der reis,the rice,de rijst,"vocab-item-051
"
vocab-item-052,vocab,the saddle,la silla de montar,der sattel,the saddle,het zadel,"vocab-item-052
"
vocab-item-053,vocab,the sandbag,el saco de arena,der sandsack,the sandbag,de zandzak,"vocab-item-053
"
vocab-item-054,vocab,the scaffolding,el andamio,das gerüst,the scaffolding,de steiger,"vocab-item-054
"
vocab-item-055,vocab,the scoop,el cucharón,die schaufel,the scoop,de schep,"vocab-item-055
"
vocab-item-056,vocab,the seagull,la gaviota,die möwe,the seagull,de meeuw,"vocab-item-056
"
vocab-item-057,vocab,the ship,el barco,das schiff,the ship,het schip,"vocab-item-057
"
vocab-item-058,vocab,the shower,la ducha,die dusche,the shower,de douche,"vocab-item-058
"
vocab-item-059,vocab,the silverware,los cubiertos,der tafelsilber,the silverware,het zilverwerk,"vocab-item-059
"
vocab-item-060,vocab,the sink,el lavabo,das waschbecken,the sink,de gootsteen,"vocab-item-060
"
vocab-item-061,vocab,the ski,el esquí,der ski,the ski,de ski,"vocab-item-061
"
vocab-item-062,vocab,the sloth,el oso perozoso,das faultier,the sloth,de luiaard,"vocab-item-062
"
vocab-item-063,vocab,the snail,el caracol,die schnecke,the snail,de slak,"vocab-item-063
"
vocab-item-064,vocab,the sorbet,el sorbete,das sorbet,the sorbet,het sorbet,"vocab-item-064
"
vocab-item-065,vocab,the spatula,la espátula,der Pfannenwender,the spatula,de spatel,"vocab-item-065
"
vocab-item-066,vocab,the sprinkler,el aspersor,der sprinkler,the sprinkler,de sproeier,"vocab-item-066
"
vocab-item-067,vocab,the squash,la calabaza,der kürbis,the squash,de pompoen,"vocab-item-067
"
vocab-item-068,vocab,the squirrel,la ardilla,das eichhörnchen,the squirrel,de eekhoorn,"vocab-item-068
"
vocab-item-069,vocab,the stew,el guiso,der Eintopf,the stew,de stoofpot,"vocab-item-069
"
vocab-item-070,vocab,the rubber band,la banda elástica,das Gummiband,the rubber band,het elastiekje,"vocab-item-070
"
vocab-item-071,vocab,the stump,el tocón,der baumstumpf,the stump,de stronk,"vocab-item-071
"
vocab-item-072,vocab,the sunflower,el girasol,die sonnenblume,the sunflower,de zonnebloem,"vocab-item-072
"
vocab-item-073,vocab,the swordfish,el pez espada,der schwertfisch,the swordfish,de zwaardvis,"vocab-item-073
"
vocab-item-074,vocab,the tapestry,el tapiz,der wandteppich,the tapestry,het wandtapijt,"vocab-item-074
"
vocab-item-075,vocab,the teabag,la bolsa de té,der teebeutel,the teabag,het theezakje,"vocab-item-075
"
vocab-item-076,vocab,the telescope,el telescopio,der teleskop,the telescope,de telescoop,"vocab-item-076
"
vocab-item-077,vocab,the thermos,el termo,die thermoskanne,the thermos,de thermoskan,"vocab-item-077
"
vocab-item-078,vocab,the treasure,el tesoro,der schatz,the treasure,de schat,"vocab-item-078
"
vocab-item-079,vocab,the trumpet,la trompeta,die trompete,the trumpet,de trompet,"vocab-item-079
"
