Identifier,Labels,Translation
memory-game-instruct5,memory-game,Esta vez el juego no te dirá si la respuesta es correcta o no. ¡Empecemos a jugar al juego de memoria!
memory-game-instruct6,memory-game,Now let's play the memory game in reverse!
memory-game-instruct7,memory-game,Let’s start playing the memory game!
memory-game-backward-prompt,memory-game,Choose the squares in the backward order.
memory-game-backward-try-again,memory-game,La respuesta no es correcta.  Inténtalo de nuevo. Escoge los cuadrados en orden inverso.
heart-instruct1,hearts-and-flowers,This is the heart game. Here's how you play it.
heart-instruct2,hearts-and-flowers,"Cuando veas un corazón, presiona el botón del mismo lado."
hearts-and-flowers-try-again,hearts-and-flowers,That's not right. Try again.
heart-practice-feedback1,hearts-and-flowers,The heart is on the right side. Press the right button.
hearts-and-flowers-practice-time,hearts-and-flowers,Time to practice!
heart-practice-feedback2,hearts-and-flowers,"Remember! When you see a HEART, press the button on the SAME side."
hearts-and-flowers-instruct1,hearts-and-flowers,Esta vez el juego irá más rápido. No te dirá si la respuesta es correcta o no. ¡Trata de seguir el ritmo!
hearts-and-flowers-instruct2,hearts-and-flowers,"Intenta responder lo más rápido que puedas sin cometer errores. Si cometes un error, ¡sigue adelante!"
hearts-and-flowers-play-time,hearts-and-flowers,Time to play!
flower-instruct1,hearts-and-flowers,Este es el juego de las flores. Las reglas son las siguientes.
flower-instruct2,hearts-and-flowers,"When you see a flower, press the button on the opposite side."
flower-practice-feedback1,hearts-and-flowers,The flower is on the left side. Press the right button.
flower-practice-feedback2,hearts-and-flowers,"When you see a FLOWER, press the button on the OPPOSITE side."
hearts-and-flowers-instruct3,hearts-and-flowers,"Now, we're going to play a game with hearts and flowers."
hearts-and-flowers-encourage1,hearts-and-flowers,Try to keep up!
hearts-and-flowers-encourage2,hearts-and-flowers,"If you make a mistake, just keep going!"
hearts-and-flowers-end,hearts-and-flowers,"¡Bien hecho, has terminado el juego!"
vocab-item-001,vocab,la bellota
vocab-item-002,vocab,el áloe
vocab-item-003,vocab,la antena
vocab-item-004,vocab,la alcachofa
vocab-item-005,vocab,el bambú
vocab-item-006,vocab,el barril
vocab-item-007,vocab,la licuadora
vocab-item-008,vocab,el soplador
vocab-item-009,vocab,el ramo
vocab-item-010,vocab,el bufé
vocab-item-011,vocab,la excavadora
vocab-item-012,vocab,el pastel
vocab-item-013,vocab,el caramelo
vocab-item-014,vocab,el carrusel
vocab-item-015,vocab,la zanahoria
vocab-item-016,vocab,el casete
vocab-item-017,vocab,el queso
vocab-item-018,vocab,la capucha
vocab-item-019,vocab,la pinza para la ropa
vocab-item-020,vocab,el portavasos
vocab-item-021,vocab,el corcho
vocab-item-022,vocab,el pan de maíz
vocab-item-023,vocab,el corsé
vocab-item-024,vocab,el dumpling
vocab-item-025,vocab,el codo
vocab-item-026,vocab,el ventilador
vocab-item-027,vocab,la espuma
vocab-item-028,vocab,la lavapiés
vocab-item-029,vocab,el pastel de frutas
vocab-item-030,vocab,la canaleta
vocab-item-031,vocab,el hámster
vocab-item-032,vocab,el erizo
vocab-item-033,vocab,la azadilla
vocab-item-034,vocab,la golosa
vocab-item-035,vocab,el kimono
vocab-item-036,vocab,el cerrojo
vocab-item-037,vocab,el casillero
vocab-item-038,vocab,la chupeta
vocab-item-039,vocab,el mapa
vocab-item-040,vocab,el malvavisco
vocab-item-041,vocab,la malla
vocab-item-042,vocab,el aceite
vocab-item-043,vocab,la tortilla
vocab-item-044,vocab,la tarta
vocab-item-045,vocab,el pistacho
vocab-item-046,vocab,la jarra
vocab-item-047,vocab,la papa
vocab-item-048,vocab,el prisma
vocab-item-049,vocab,el charco
vocab-item-050,vocab,la bomba de agua
vocab-item-051,vocab,el arroz
vocab-item-052,vocab,la silla de montar
vocab-item-053,vocab,el saco de arena
vocab-item-054,vocab,el andamio
vocab-item-055,vocab,el cucharón
vocab-item-056,vocab,la gaviota
vocab-item-057,vocab,el barco
vocab-item-058,vocab,la ducha
vocab-item-059,vocab,los cubiertos
vocab-item-060,vocab,el lavabo
vocab-item-061,vocab,el esquí
vocab-item-062,vocab,el oso perozoso
vocab-item-063,vocab,el caracol
vocab-item-064,vocab,el sorbete
vocab-item-065,vocab,la espátula
vocab-item-066,vocab,el aspersor
vocab-item-067,vocab,la calabaza
vocab-item-068,vocab,la ardilla
vocab-item-069,vocab,el guiso
vocab-item-070,vocab,la banda elástica
vocab-item-071,vocab,el tocón
vocab-item-072,vocab,el girasol
vocab-item-073,vocab,el pez espada
vocab-item-074,vocab,el tapiz
vocab-item-075,vocab,la bolsa de té
vocab-item-076,vocab,el telescopio
vocab-item-077,vocab,el termo
vocab-item-078,vocab,el tesoro
vocab-item-079,vocab,la trompeta
vocab-item-080,vocab,el tulipán
vocab-item-081,vocab,la turbina
vocab-item-082,vocab,el pavo
vocab-item-083,vocab,la tortuga
vocab-item-084,vocab,la máquina de escribir
vocab-item-085,vocab,la sandía
vocab-item-086,vocab,la rueda hidráulica
vocab-item-087,vocab,la hormiga
vocab-item-088,vocab,la pelota
vocab-item-089,vocab,el oso
vocab-item-090,vocab,el pato
vocab-item-091,vocab,el tenedor
vocab-item-092,vocab,el gatito
vocab-item-093,vocab,la rodilla
vocab-item-094,vocab,la malteada
vocab-item-095,vocab,la piel
vocab-item-096,vocab,el muro
vocab-item-097,vocab,la rueda
vocab-item-098,vocab,la granja
vocab-item-099,vocab,juggling
vocab-item-100,vocab,el aderezo
vocab-item-101,vocab,el techo
vocab-item-102,vocab,peeking
vocab-item-103,vocab,la regla
vocab-item-104,vocab,el túnel
vocab-item-105,vocab,el sobre
vocab-item-106,vocab,el diamante
vocab-item-107,vocab,el calendario
vocab-item-108,vocab,el panda
vocab-item-109,vocab,la flecha
vocab-item-110,vocab,picking
vocab-item-111,vocab,dripping
vocab-item-112,vocab,el caballero
vocab-item-113,vocab,delivering
vocab-item-114,vocab,la dentista
vocab-item-115,vocab,la garra
vocab-item-116,vocab,el uniforme
vocab-item-117,vocab,furry
vocab-item-118,vocab,el cormorán
vocab-item-119,vocab,fetch
vocab-item-120,vocab,la arcada
vocab-item-121,vocab,el artefacto
vocab-item-122,vocab,aversion
vocab-item-123,vocab,la boina
vocab-item-124,vocab,applaud
vocab-item-125,vocab,timid
vocab-item-126,vocab,el campamento
vocab-item-127,vocab,tumble
vocab-item-128,vocab,concentric
vocab-item-129,vocab,la confitería
vocab-item-130,vocab,el costurero
vocab-item-131,vocab,degression
vocab-item-132,vocab,el diván
vocab-item-133,vocab,el humedal
vocab-item-134,vocab,la ventana salediza
vocab-item-135,vocab,el esteta
vocab-item-136,vocab,ecstatic
vocab-item-137,vocab,rickety
vocab-item-138,vocab,gourmet
vocab-item-139,vocab,gesticulate
vocab-item-140,vocab,la fachada
vocab-item-141,vocab,la pendiente
vocab-item-142,vocab,el hábito
vocab-item-143,vocab,la intersección
vocab-item-144,vocab,la irrigación
vocab-item-145,vocab,el kazoo
vocab-item-146,vocab,chat
vocab-item-147,vocab,la colonia
vocab-item-148,vocab,preserve
vocab-item-149,vocab,el toldo
vocab-item-150,vocab,mammalogy
vocab-item-151,vocab,el metrónomo
vocab-item-152,vocab,el paleontólogo
vocab-item-153,vocab,la percusión
vocab-item-154,vocab,la posterior
vocab-item-155,vocab,precarious
vocab-item-156,vocab,el quiosco
vocab-item-157,vocab,resuscitation
vocab-item-158,vocab,el rosetón
vocab-item-159,vocab,el azafrán
vocab-item-160,vocab,mischievous
vocab-item-161,vocab,la desnatadora
vocab-item-162,vocab,sedentary
vocab-item-163,vocab,la gamuza
vocab-item-164,vocab,el torniquete
vocab-item-165,vocab,la tríada
vocab-item-166,vocab,dredging
vocab-item-167,vocab,urban
vocab-item-168,vocab,el vapor
vocab-item-169,vocab,la vértebra
vocab-item-170,vocab,el vendaje
vocab-instruct-1,vocab,"In this game, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!"
vocab-practice-1,vocab,"You are going to see some different pictures. For example, a picture of an apple and a picture of a carrot. Then, you'll hear a word for one of the pictures. Make sure to pick the picture that matches the word!"
vocab-instruct-2,vocab,"Some words are hard, and that's okay. If you're not sure, just give your best guess!"
vocab-instruct-3,vocab,"If you need to hear the word again, press the speaker button."
shared-intro-devices,trog,"You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now."
shared-choose-picture-press-arrow,trog,"To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture."
shared-intro-replay,trog,You can press the replay button to hear things again. Try it now.
trog-instr1-matching,trog,"This is a matching activity. Listen to what I say, then look at the pictures carefully. Choose the picture that goes with the words you hear."
ChildSurveyIntro,survey,"Estas preguntas se refieren a cómo te sientes en la escuela, y a algunas de las cosas que haces en la escuela. No hay respuestas correctas ni incorrectas. Elige la respuesta que mejor diga lo que tú piensas. No, nunca; Sí, algunas veces; Sí, muchas veces; Sí, siempre. Las dos primeras preguntas son de práctica."
Example1Comic,survey,¿Te gusta leer historietas (comics)?
Example2Neat,survey,¿Eres limpio y ordenado en el colegio?
TeacherNice,survey,¿Te trata bien tu profesor?
TeacherLike,survey,¿Le caes bien a tu profesor?
TeacherListen,survey,¿Te escucha tu profesor?
SchoolFun,survey,¿Te diviertes en el colegio?
SchoolEnjoy,survey,¿Te gusta la escuela?
SchoolHappy,survey,¿Te sientes feliz en la escuela?
SchoolSafe,survey,¿Te sientes seguro o segura en el colegio?
ClassFriends,survey,¿Tienes amigos o amigas en tu clase?
ClassHelp,survey,¿Te ayudan los niños y las niñas de tu clase cuando lo necesitas?
ClassPlay,survey,¿Los niños y las niñas de tu clase juegan contigo?
ClassNice,survey,¿Los niños y las niñas de tu clase son amables contigo?
LonelySchool,survey,¿Te sientes solo o sola en el colegio?
LearningGood,survey,¿Te queda fácil aprender en el colegio?
SchoolGiveUp,survey,"Cuando las tareas escolares son difíciles, ¿te rindes enseguida?"
ReadingEnjoy,survey,¿Te gusta hacer actividades de lectura en el colegio?
MathEnjoy,survey,¿Te gusta hacer actividades de matemáticas en el colegio?
ReadingGood,survey,¿Eres bueno o buena para la lectura?
MathGood,survey,¿Eres bueno o buena para las matemáticas?
GrowthMindSmart,survey,Algunos niños y niñas piensan que pueden ser más inteligentes si se esfuerzan mucho. ¿Crees que tú puedes ser más inteligente si te esfuerzas mucho?
GrowthMindRead,survey,Algunos niños y niñas creen que pueden mejorar en lectura si se esfuerzan mucho. ¿Crees que tú puedes mejorar en lectura si te esfuerzas mucho?
GrowthMindMath,survey,Algunos niños y niñas creen que pueden mejorar en matemáticas si se esfuerzan mucho. ¿Crees que tú puedes mejorar en matemáticas si te esfuerzas mucho?
ChildSurveyRespoonses,survey,"No, nunca; Sí, algunas veces; Sí, muchas veces; Sí, siempre"
ToM-scene7-instruct1,theory-of-mind,"Here is Diana. This morning at school, Diana put her toy in this drawer, because she didn’t want anyone to find it."
ToM-scene7-instruct2,theory-of-mind,"But while Diana was outside, someone did find it! And moved it from inside the drawer, to inside the desk."
ToM-scene7-instruct3,theory-of-mind,So now it’s playtime and Diana wants her toy.
ToM-scene7-q1-false_belief,theory-of-mind,Where will Diana look for her toy?
ToM-scene7-q2-reality_check,theory-of-mind,And where is her toy really?
desk,theory-of-mind,In the desk
drawer,theory-of-mind,In the drawer
ToM-scene8-instruct1,theory-of-mind,"This morning when she came to school, Allie put her yellow pencil on this shelf, above the backpack shelf."
ToM-scene8-instruct2,theory-of-mind,"And then she went outside to play, see? Here’s Allie playing outside. And while she was outside playing, Allie’s yellow pencil fell down from on top of the shelf to behind the backpack shelf, see?"
ToM-scene8-instruct3,theory-of-mind,"Then Mike comes in, and Mike puts his pencil above the backpack shelf. Mike’s pencil is also yellow! But Allie is still outside playing, so she didn’t see what Mike was doing."
ToM-scene8-q1-false_belief,theory-of-mind,"Now, when Allie comes in from outside, where will she look first for her pencil?"
top,theory-of-mind,On top of the shelf above the backpack shelf
behind,theory-of-mind,Behind the backpack shelf
ToM-scene-8-instruct4,theory-of-mind,"Let’s see what she does. Oh look, here is Allie reaching for this pencil up on top of the shelf. And now Mike sees Allie reaching for that pencil... the pencil that is Mike's!"
ToM-scene-8-q2-emotion_reasoning,theory-of-mind,How do you think Mike feels about Allie reaching for that pencil?
ToM-scene-8-q3-emotion_reasoning,theory-of-mind,How do you think Mike would feel if he had not seen Allie reaching for the pencil?
ToM-scene-8-q4-false_belief,theory-of-mind,Is Allie being mean and naughty for taking Mike’s pencil?
ToM-scene-8-q5-false_belief,theory-of-mind,Should Allie get in trouble with the teacher for taking Mike’s pencil?
ToM-scene-8-q6-reality_check,theory-of-mind,Can you help Mike find his pencil? Is it on top of the shelf or behind the shelf?
ToM-scene-8-q7-reality_check,theory-of-mind,Can you help Allie find her pencil? Is it on top of the shelf or behind the shelf?
ToM-scene-9-instruct1,theory-of-mind,"This is Mark. Mark is playing a really silly game today and not saying any words all day long. Instead, Mark is drawing pictures. Mark is at the library, deciding which book he would like to read. Mom shows Mark two books, a book about cups and a book about hills."
ToM-scene-9-instruct2,theory-of-mind,"Mark draws a picture of a hill, to tell Mom that he wants to read the book about hills. But when Mark gives Mom the picture, she holds it upside-down, so that it looks like a cup!"
ToM-scene-9-q1-reality_check,theory-of-mind,What did Mark mean to draw?
hill,theory-of-mind,A hill
cup,theory-of-mind,A cup
ToM-scene-9-q2-false_belief,theory-of-mind,"When Mom sees the picture, what book will she give Mark? "
ToM-scene-9-q3-reality_check,theory-of-mind,What book does Mark really want? 
hillsbook,theory-of-mind,The book about hills
cupbook,theory-of-mind,The book about cups
ToM-scene-9-q4-emotion_reasoning,theory-of-mind,"Look, Mom realized her mistake and gave Mark the book he really wanted! How do you think Mark feels about getting the book he wanted?"
ToM-scene-10-instruct1,theory-of-mind,Teacher Sarah tells all of the kids to take one storybook from the bag that she brought. There is one storybook for every kid.
ToM-scene-10-instruct2,theory-of-mind,"Now there are two storybooks left, and Brian and Megan are the last two kids without storybooks. But when Brian goes to get his storybook, he decides to take both storybooks, even though he knows that Megan doesn’t have a storybook yet, and that everyone is only supposed to have one. Brian hides the extra storybook in his desk."
ToM-scene-10-q1-emotion_reasoning,theory-of-mind,How does Megan feel about being the only child without a storybook?
ToM-scene-10-q2-emotion_reasoning,theory-of-mind,How would Megan feel if she received a book?
ToM-scene-10-instruct3,theory-of-mind,"Teacher Sarah asks Brian, “Is there a storybook leftover, so Megan can have one?” and Brian tells Teacher Sarah, “No, there is no storybook left. They are all being used right now.”"
ToM-scene-10-q3-reality_check,theory-of-mind,Is Brian lying?
ToM-scene-10-q4-reality_check,theory-of-mind,"Is there still a storybook left, that isn’t being used right now?"
ToM-scene-10-instruct4,theory-of-mind,"Megan is sad that she doesn’t have a storybook, and asks Teacher Sarah, ""is there an extra storybook for me?"" Teacher Sarah says, “I’m so sorry Megan, but there are no storybooks left, they are all being used right now.”"
ToM-scene-10-q5-false_belief,theory-of-mind,Is Teacher Sarah lying?
ToM-scene-10-q6-reality_check,theory-of-mind,"Is there still a storybook left, that isn’t being used right now?"
ToM-scene-11-instruct1,theory-of-mind,"This is Josh. Earlier today, Josh was tidying his room. Josh put his big basketball on his desk, his medium-sized soccer ball on his table, and his small baseball down on the bottom shelf."
ToM-scene-11-instruct2,theory-of-mind,"Josh’s mom just walked in and Josh asks his mom to get one of the toys. And Josh tells his mom, “I want the small ball!”"
ToM-scene-11-q1-reference,theory-of-mind,Which ball will mom get for Josh?
ToM-scene-11-q2-reality_check,theory-of-mind,Which ball does Josh want?
baseball,theory-of-mind,The baseball
soccerball,theory-of-mind,The soccer ball
basketball,theory-of-mind,The basketball
ToM-scene-11-q3-emotion_reasoning,theory-of-mind,Josh wanted the baseball but mom gave him the soccer ball! How do you think Josh feels about receiving the wrong toy?
ToM-scene-11-q4-emotion_reasoning,theory-of-mind,How do you think Josh would feel if he had received the correct toy?
ToM-scene-12-instruct1,theory-of-mind,"This morning, Dad asked Emma what toy she would like to take to school, and Emma told him that she would like to play with her green ball at recess."
ToM-scene-12-instruct2,theory-of-mind,"Then Emma went to her room to get ready for school. While she was getting ready, she changed her mind, so she yelled to her dad, “Actually, may I please have my red ball instead?” and kept getting ready for school. But Dad did not hear Emma ask for her red ball."
ToM-scene-12-q1-false_belief,theory-of-mind,Which toy does Dad think Emma wants to bring to school?
ToM-scene-12-instruct3,theory-of-mind,"Dad didn’t hear Emma say she wants her red ball. So dad thinks Emma wants her green ball. Dad goes to pack Emma’s bag, but can’t find her green ball in the toy box! But dad finds a purple ball in the toy box, so he packs the purple ball for Emma instead."
ToM-scene-12-q2-false_belief,theory-of-mind,Does Emma know that Dad packed the purple ball?
ToM-scene-12-q3-false_belief,theory-of-mind,Which ball does Emma think Dad packed?
greenball,theory-of-mind,The green ball
redball,theory-of-mind,The red ball
purpleball,theory-of-mind,The purple ball
ToM-scene-12-instruct4,theory-of-mind,"On the way to school, Dad tells Emma, “I’m so sorry, I couldn’t pack the toy that you wanted because I couldn’t find it”."
ToM-scene-12-q4-reality_check,theory-of-mind,What toy does Emma want?
ToM-scene-12-q5-reality_check,theory-of-mind,What toy did Dad pack for Emma?
ToM-scene-12-instruct5,theory-of-mind,Emma is very happy to play with her ball.
ToM-scene13-instruct1,theory-of-mind,"Here is Gabriel. This afternoon at school, Gabriel put his pencil in his pencil box."
ToM-scene13-instruct2,theory-of-mind,"But while Gabriel was outside, someone used his pencil! After using Gabriel’s pencil, the person put the pencil in a basket."
ToM-scene13-instruct3,theory-of-mind,"So now it’s time for class, and Gabriel wants his pencil."
ToM-scene13-q1-false_belief,theory-of-mind,Where will Gabriel look for his pencil?
box,theory-of-mind,In the box
basket,theory-of-mind,In the basket
ToM-scene13-q2-reality_check,theory-of-mind,And where is his pencil really?
ToM-scene14-instruct1,theory-of-mind,"This afternoon when he came home, Bobby put his soccer ball on the table."
ToM-scene14-instruct2,theory-of-mind,"And then he went outside to play, see? Here’s Bobby playing outside. And while he was outside playing, Bobby’s soccer ball fell off the table and onto the floor."
ToM-scene14-instruct3,theory-of-mind,"Then Bobby’s sister Anna comes in. Anna also has a soccer ball! Anna puts her soccer ball on the table. Bobby is still outside playing, so he didn’t see what Anna was doing."
ToM-scene14-q1-false_belief,theory-of-mind,"Now, when Bobby comes in from outside, where will he look first for his soccer ball?"
table,theory-of-mind,On the table
floor,theory-of-mind,On the floor
ToM-scene-14-instruct4,theory-of-mind,"Let’s see what he does. Oh look, here is Bobby reaching for the soccer ball on the table. And now Anna sees Bobby reaching for that soccer ball... the soccer ball that is Anna's!"
ToM-scene-14-q2-emotion_reasoning,theory-of-mind,How do you think Anna feels about Bobby reaching for that soccer ball?
ToM-scene-14-q3-emotion_reasoning,theory-of-mind,How do you think Anna would feel if she had not seen Bobby reaching for the soccer ball?
ToM-scene-14-q4-false_belief,theory-of-mind,Is Bobby being mean and naughty for taking Anna’s soccer ball?
ToM-scene-14-q5-false_belief,theory-of-mind,Should Bobby get in trouble with their mom for taking Anna’s soccer ball?
ToM-scene-14-q6-reality_check,theory-of-mind,Can you help Anna find her soccer ball? Is it on the table or on the floor?
ToM-scene-14-q7-reality_check,theory-of-mind,Can you help Bobby find his soccer ball? Is it on the table or on the floor?
ToM-scene-15-instruct1,theory-of-mind,"Alex, Beth, and Johnny are playing a game at the park. Here's how the game goes: One kid hides, but draws a clue in the sandbox so the other kids can find them. "
ToM-scene-15-instruct2,theory-of-mind,"Johnny decides to hide behind the flower bush. He draws a clue in the sand. Johnny means to draw the flower bush, but the drawing looks like a rock instead! Then Johnny goes to hide behind the flower bush."
ToM-scene-15-q1-reality_check,theory-of-mind,What did Johnny mean to draw?
flowerbush,theory-of-mind,A flower bush
rocks,theory-of-mind,A rock
ToM-scene-15-q2-false_belief,theory-of-mind,"When Alex and Beth see this clue, where will they look first for Johnny? Behind the flower bush or behind the rock?"
ToM-scene-15-q3-reality_check,theory-of-mind,Can you help them find where Johnny really is?
behind-flowerbush,theory-of-mind,Behind the flower bush
behind-rock,theory-of-mind,Behind the rock
ToM-scene-15-q4-emotion_reasoning,theory-of-mind,"Look, Alex and Beth found Johnny, and won the game! How do you think Alex and Beth feel about winning the game?"
ToM-scene-16-instruct1,theory-of-mind,Dad tells James and Sophie to get ready for school. Dad tells them to put on their shoes.
ToM-scene-16-instruct2,theory-of-mind,Sophie can’t find one of her shoes! She’s looking everywhere but she can't find it.
ToM-scene-16-q1-emotion_reasoning,theory-of-mind,How does Sophie feel about losing her shoe? 
ToM-scene-16-q2-emotion_reasoning,theory-of-mind,How would Sophie feel if she found her shoe?
ToM-scene-16-instruct3,theory-of-mind,"Sophie can't find her shoe because earlier in the day, when no one was looking, James played a trick on Sophie and hid her shoe in the toy box."
ToM-scene-16-instruct4,theory-of-mind,"So Sophie looks everywhere and she can’t find her shoe. Dad gets mad at Sophie, because she lost her shoe and now they are late for school."
ToM-scene-16-q3-false_belief,theory-of-mind,Is it fair that Dad is mad at Sophie for losing her shoe?
ToM-scene-16-q4-reference,theory-of-mind,Is Dad mad at James?
ToM-scene-16-q5-reference,theory-of-mind,Is Sophie mad at James?
ToM-scene-16-instruct5,theory-of-mind,"When James sees that Dad is mad at Sophie, he goes to the toy box and gets the shoe, and gives it back to Sophie."
ToM-scene-16-q6-reference,theory-of-mind,Is Dad mad at Sophie now?
ToM-scene-16-q7-reference,theory-of-mind,Is Dad mad at James now?
ToM-scene-16-q8-reference,theory-of-mind,Is Sophie mad at James now?
ToM-scene-16-instruct6,theory-of-mind,"James tells Sophie that he’s very sorry, and Sophie and Dad forgive James. They all hug."
ToM-scene-17-instruct1,theory-of-mind,"This is Mika. Mika’s mom owns a bookshop, and sometimes Mika helps out. Earlier today, Mika was organizing books on tables and shelves. Mika put a very large stack of blue books on the desk, a medium-sized stack of red books on the table, and a small stack of yellow books on the shelf."
ToM-scene-17-instruct2,theory-of-mind,"Mika’s mom just walked in. Mom asks Mika for one of the books. Mika remembers where the book is, and tells mom, “The book is in the small stack!”"
ToM-scene-17-q1-reference,theory-of-mind,Which stack of books will mom look in?
ToM-scene-17-q2-reality_check,theory-of-mind,Which stack of books was Mika talking about?
bluestack,theory-of-mind,The blue stack
redstack,theory-of-mind,The red stack
yellowstack,theory-of-mind,The yellow stack
ToM-scene-17-q3-emotion_reasoning,theory-of-mind,Mom looks in the wrong stack of books and can’t find the book that she wanted. How do you think Mom feels about not finding the book she wanted?
ToM-scene-17-q4-emotion_reasoning,theory-of-mind,How do you think Mom would feel if she could find the book she wanted?
ToM-scene-18-instruct1,theory-of-mind,"George and Kat are playing together. They look outside and see a new toy shop across the street. Kat decides to go buy some new toys at the toy shop. Kat asks George what toy he would like to have, and George says he would like a new basketball."
ToM-scene-18-instruct2,theory-of-mind,"While Kat is walking to the toy shop, George changes his mind and yells to Kat, “Actually, can I please have some crayons?” But Kat did not hear George ask for crayons."
ToM-scene-18-q1-false_belief,theory-of-mind,Which toy does Kat think George wants from the toy shop?
ToM-scene-18-instruct3,theory-of-mind,"Kat didn’t hear George say that he wanted crayons. So Kat thinks George wants a basketball. Kat goes to the toy shop, but then the shop owner says that they don’t have any basketballs! But they do have storybooks, so Kat buys a storybook for George instead."
ToM-scene-18-q2-false_belief,theory-of-mind,Does George know that Kat bought a storybook?
ToM-scene-18-q3-false_belief,theory-of-mind,What does George think Kat bought at the toy shop?
basketball,theory-of-mind,A basketball
storybook,theory-of-mind,A storybook
crayons,theory-of-mind,Crayons
ToM-scene-18-instruct4,theory-of-mind,"Kat comes back and tells George, “I’m so sorry, I couldn’t buy you a basketball because the store didn’t have any.”"
ToM-scene-18-q4-reality_check,theory-of-mind,What toy does George want?
ToM-scene-18-q5-reality_check,theory-of-mind,What toy did Kat buy for George?
ToM-scene-18-instruct5,theory-of-mind,George is very happy to play with his new storybook.
inferenceInstructions2,roar-inference,Welcome to ROAR - Inference
inferenceInstructions,roar-inference,Read each story carefully. Think about what happened in the story and what you know. Choose the best answer for each question.
