Identifier,Labels,Translation
same-different-selection-instruct2,same-different-selection,"Jetzt siehst du zwei Karten, die in einer Hinsicht gleich sind. Dann siehst du eine neue Karte, die einer der ersten beiden Karten ähnlich ist. Deine Aufgabe ist es, die Karte zu wählen, die der neuen Karte ähnlich ist."
same-different-selection-instruct3,same-different-selection,"Jetzt siehst du drei Karten und wählst zwei aus, die auf irgendeine Weise gleich sind. Dann siehst du dieselben Karten noch einmal und wählst zwei Karten aus, die auf eine andere Weise gleich sind."
same-different-selection-both-circles,same-different-selection,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Kreise.
same-different-selection-both-squares,same-different-selection,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Quadrate.
same-different-selection-both-triangles,same-different-selection,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Dreiecke.
same-different-selection-both-red,same-different-selection,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Formen.
same-different-selection-both-green,same-different-selection,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen grüne Formen.
same-different-selection-both-yellow,same-different-selection,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen gelbe Formen.
same-different-selection-both-blue,same-different-selection,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen blaue Formen.
same-different-selection-both-small,same-different-selection,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen kleine Formen.
same-different-selection-both-medium,same-different-selection,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen mittelgroße Formen.
same-different-selection-both-large,same-different-selection,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen große Formen.
sds-prompt3,same-different-selection,Hier ist eine weitere Karte. Welche Karte sieht dieser ähnlich? 
sds-3match-prompt2,same-different-selection,"Hier siehst du die gleichen Karten nochmal. Wähle zwei Bilder aus, die auf unterschiedliche Art und Weise gleich sind."
sds-2match-prompt1,same-different-selection,"Hier sind neue Karten. Wähle zwei Karten aus, die in irgendeiner Weise gleich sind."
sds-2match-prompt2,same-different-selection,"Wähle zwei Karten, die auf unterschiedliche Weise gleich sind."
sds-3unique-prompt1,same-different-selection,"Wähle drei Karten aus, die in irgendeiner Weise gleich sind."
sds-3unique-prompt2,same-different-selection,"Wähle drei weitere Karten aus, die auf unterschiedliche Art und Weise gleich sind."
memory-game-display,memory-game,Watch the squares light up.
memory-game-input,memory-game,Touch the squares in the same order.
memory-game-instruct1,memory-game,This is the memory game. Here's how you play it.
memory-game-instruct2,memory-game,You will see squares light up.
memory-game-instruct3,memory-game,You're going to touch the squares in the same order.
memory-game-instruct4,memory-game,Watch carefully! Try to remember the order.
memory-game-forward-prompt,memory-game,Choose the squares in the same order.
memory-game-forward-try-again,memory-game,Das ist nicht richtig. Versuch es noch einmal. Wähle die Quadrate in der gleichen Reihenfolge.
memory-game-instruct5,memory-game,"Dieses Mal wird dir das Spiel nicht sagen, ob du richtig oder falsch liegst. Los geht's mit dem Memory-Spiel!"
memory-game-instruct6,memory-game,Now let's play the memory game in reverse!
memory-game-instruct7,memory-game,Let’s start playing the memory game!
memory-game-backward-prompt,memory-game,Choose the squares in the backward order.
memory-game-backward-try-again,memory-game,Das ist nicht richtig. Versuch es noch einmal. Wähle die Quadrate in der umgekehrten Reihenfolge.
heart-instruct1,hearts-and-flowers,This is the heart game. Here's how you play it.
heart-instruct2,hearts-and-flowers,"Wenn du ein Herz siehst, drücke den Knopf auf der gleichen Seite."
hearts-and-flowers-try-again,hearts-and-flowers,That's not right. Try again.
heart-practice-feedback1,hearts-and-flowers,The heart is on the right side. Press the right button.
hearts-and-flowers-practice-time,hearts-and-flowers,Time to practice!
heart-practice-feedback2,hearts-and-flowers,"Remember! When you see a HEART, press the button on the SAME side."
hearts-and-flowers-instruct1,hearts-and-flowers,"Jetzt spielen wir das Spiel schneller. Es wird dir nicht sagen, ob du richtig oder falsch liegst. Versuch hinterherzukommen!"
hearts-and-flowers-instruct2,hearts-and-flowers,"Versuche, so schnell wie möglich zu antworten, ohne Fehler zu machen. Wenn du einen Fehler machst, mach einfach weiter!"
hearts-and-flowers-play-time,hearts-and-flowers,Time to play!
flower-instruct1,hearts-and-flowers,Das ist das Blumenspiel. Ich erkläre dir jetzt wie das Blumenspiel funktioniert.
flower-instruct2,hearts-and-flowers,"When you see a flower, press the button on the opposite side."
flower-practice-feedback1,hearts-and-flowers,The flower is on the left side. Press the right button.
flower-practice-feedback2,hearts-and-flowers,"When you see a FLOWER, press the button on the OPPOSITE side."
hearts-and-flowers-instruct3,hearts-and-flowers,"Now, we're going to play a game with hearts and flowers."
hearts-and-flowers-encourage1,hearts-and-flowers,Try to keep up!
hearts-and-flowers-encourage2,hearts-and-flowers,"If you make a mistake, just keep going!"
hearts-and-flowers-end,hearts-and-flowers,Gut gemacht! Dieses Spiel ist jetzt zu Ende.
vocab-item-001,vocab,die eichel
vocab-item-002,vocab,die aloe
vocab-item-003,vocab,die antenne
vocab-item-004,vocab,die artischocke
vocab-item-005,vocab,der bambus
vocab-item-006,vocab,das fass
vocab-item-007,vocab,der mixer
vocab-item-008,vocab,das gebläse
vocab-item-009,vocab,der blumenstrauß
vocab-item-010,vocab,das buffet
vocab-item-011,vocab,die planierraupe
vocab-item-012,vocab,der kuchen
vocab-item-013,vocab,das karamell
vocab-item-014,vocab,das karussell
vocab-item-015,vocab,die karotte
vocab-item-016,vocab,die kassette
vocab-item-017,vocab,der käse
vocab-item-018,vocab,der mantel
vocab-item-019,vocab,die wäscheklammer
vocab-item-020,vocab,der untersetzer
vocab-item-021,vocab,der korken
vocab-item-022,vocab,das maisbrot
vocab-item-023,vocab,das korsett
vocab-item-024,vocab,der Teigtaschen
vocab-item-025,vocab,der ellbogen
vocab-item-026,vocab,der ventilator
vocab-item-027,vocab,der schaumstoff
vocab-item-028,vocab,das fußbad
vocab-item-029,vocab,der obstkuchen
vocab-item-030,vocab,die dachrinne
vocab-item-031,vocab,der hamster
vocab-item-032,vocab,der igel
vocab-item-033,vocab,die hacke
vocab-item-034,vocab,Himmel und Hölle
vocab-item-035,vocab,der kimono
vocab-item-036,vocab,der riegel
vocab-item-037,vocab,das schließfach
vocab-item-038,vocab,der lollipop
vocab-item-039,vocab,die karte
vocab-item-040,vocab,der marshmallow
vocab-item-041,vocab,das netz
vocab-item-042,vocab,das öl
vocab-item-043,vocab,das omelett
vocab-item-044,vocab,der kuchen
vocab-item-045,vocab,die pistazien
vocab-item-046,vocab,der krug
vocab-item-047,vocab,die kartoffel
vocab-item-048,vocab,das prisma
vocab-item-049,vocab,die pfütze
vocab-item-050,vocab,die pumpe
vocab-item-051,vocab,der reis
vocab-item-052,vocab,der sattel
vocab-item-053,vocab,der sandsack
vocab-item-054,vocab,das gerüst
vocab-item-055,vocab,die schaufel
vocab-item-056,vocab,die möwe
vocab-item-057,vocab,das schiff
vocab-item-058,vocab,die dusche
vocab-item-059,vocab,der tafelsilber
vocab-item-060,vocab,das waschbecken
vocab-item-061,vocab,der ski
vocab-item-062,vocab,das faultier
vocab-item-063,vocab,die schnecke
vocab-item-064,vocab,das sorbet
vocab-item-065,vocab,der Pfannenwender
vocab-item-066,vocab,der sprinkler
vocab-item-067,vocab,der kürbis
vocab-item-068,vocab,das eichhörnchen
vocab-item-069,vocab,der Eintopf
vocab-item-070,vocab,das Gummiband
vocab-item-071,vocab,der baumstumpf
vocab-item-072,vocab,die sonnenblume
vocab-item-073,vocab,der schwertfisch
vocab-item-074,vocab,der wandteppich
vocab-item-075,vocab,der teebeutel
vocab-item-076,vocab,der teleskop
vocab-item-077,vocab,die thermoskanne
vocab-item-078,vocab,der schatz
vocab-item-079,vocab,die trompete
vocab-item-080,vocab,die tulpe
vocab-item-081,vocab,die turbine
vocab-item-082,vocab,der truthahn
vocab-item-083,vocab,die schildkröte
vocab-item-084,vocab,die schreibmaschine
vocab-item-085,vocab,die wassermelone
vocab-item-086,vocab,das wasserrad
vocab-item-087,vocab,die ameise
vocab-item-088,vocab,der kugel
vocab-item-089,vocab,der bär
vocab-item-090,vocab,die ente
vocab-item-091,vocab,die gabel
vocab-item-092,vocab,das kätzchen
vocab-item-093,vocab,das knie
vocab-item-094,vocab,der milchshake
vocab-item-095,vocab,der haut
vocab-item-096,vocab,die wand
vocab-item-097,vocab,das rad
vocab-item-098,vocab,der bauernhof
vocab-item-099,vocab,juggling
vocab-item-100,vocab,der Dressing
vocab-item-101,vocab,das dach
vocab-item-102,vocab,peeking
vocab-item-103,vocab,das lineal
vocab-item-104,vocab,der tunnel
vocab-item-105,vocab,der umschlag
vocab-item-106,vocab,der diamant
vocab-item-107,vocab,der kalender
vocab-item-108,vocab,der panda
vocab-item-109,vocab,der pfeil
vocab-item-110,vocab,picking
vocab-item-111,vocab,dripping
vocab-item-112,vocab,der ritter
vocab-item-113,vocab,delivering
vocab-item-114,vocab,der zahnarzt
vocab-item-115,vocab,der Klauenhammer
vocab-item-116,vocab,die uniform
vocab-item-117,vocab,furry
vocab-item-118,vocab,der kormoran
vocab-item-119,vocab,fetch
vocab-item-120,vocab,die arkade
vocab-item-121,vocab,das artefakt
vocab-item-122,vocab,aversion
vocab-item-123,vocab,die baskenmütze
vocab-item-124,vocab,applaud
vocab-item-125,vocab,timid
vocab-item-126,vocab,das lager
vocab-item-127,vocab,tumble
vocab-item-128,vocab,concentric
vocab-item-129,vocab,der Süßigkeiten
vocab-item-130,vocab,der Schneider
vocab-item-131,vocab,degression
vocab-item-132,vocab,die Ottomane
vocab-item-133,vocab,das feuchtgebiet
vocab-item-134,vocab,das erkerfenster
vocab-item-135,vocab,der ästhetik
vocab-item-136,vocab,ecstatic
vocab-item-137,vocab,rickety
vocab-item-138,vocab,gourmet
vocab-item-139,vocab,gesticulate
vocab-item-140,vocab,die fassade
vocab-item-141,vocab,der hang
vocab-item-142,vocab,die Angewohnheit
vocab-item-143,vocab,die kreuzung
vocab-item-144,vocab,die bewässerung
vocab-item-145,vocab,der kazoo
vocab-item-146,vocab,chat
vocab-item-147,vocab,die kolonie
vocab-item-148,vocab,preserve
vocab-item-149,vocab,der sonnensegel
vocab-item-150,vocab,mammalogy
vocab-item-151,vocab,das metronom
vocab-item-152,vocab,der paläontologe
vocab-item-153,vocab,die perkussion
vocab-item-154,vocab,der hinten
vocab-item-155,vocab,precarious
vocab-item-156,vocab,der Pavillon
vocab-item-157,vocab,resuscitation
vocab-item-158,vocab,die rosette
vocab-item-159,vocab,der safran
vocab-item-160,vocab,mischievous
vocab-item-161,vocab,der abschäumer
vocab-item-162,vocab,sedentary
vocab-item-163,vocab,das wildleder
vocab-item-164,vocab,das Drehkreuz
vocab-item-165,vocab,die triade
vocab-item-166,vocab,dredging
vocab-item-167,vocab,urban
vocab-item-168,vocab,der dampf
vocab-item-169,vocab,der wirbel
vocab-item-170,vocab,der verband
vocab-instruct-1,vocab,"In this game, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!"
vocab-practice-1,vocab,"You are going to see some different pictures. For example, a picture of an apple and a picture of a carrot. Then, you'll hear a word for one of the pictures. Make sure to pick the picture that matches the word!"
vocab-instruct-2,vocab,"Some words are hard, and that's okay. If you're not sure, just give your best guess!"
vocab-instruct-3,vocab,"If you need to hear the word again, press the speaker button."
shared-intro-devices,trog,"You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now."
shared-choose-picture-press-arrow,trog,"To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture."
shared-intro-replay,trog,You can press the replay button to hear things again. Try it now.
trog-instr1-matching,trog,"This is a matching activity. Listen to what I say, then look at the pictures carefully. Choose the picture that goes with the words you hear."
ChildSurveyIntro,survey,"In diesen Fragen geht es darum, wie du dich in der Schule fühlst und was du in der Schule machst. Es gibt keine richtigen oder falschen Antworten. Wähle die Antwort, die am besten beschreibt, was du denkst. Nein, nie; Ja, manchmal; Ja, meistens; Ja, immer. Die ersten beiden Fragen sind zum Üben."
Example1Comic,survey,Liest du gerne Comics?
Example2Neat,survey,Bist du in der Schule ordentlich?
TeacherNice,survey,Ist dein Lehrer nett zu dir?
TeacherLike,survey,Mag dich dein Lehrer?
TeacherListen,survey,Hört dein Lehrer dir zu?
SchoolFun,survey,Macht die Schule Spaß?
SchoolEnjoy,survey,"Magst du es, in die Schule zu gehen?"
SchoolHappy,survey,Bist du glücklich in der Schule?
SchoolSafe,survey,Fühlst du dich in der Schule sicher?
ClassFriends,survey,Hast du Freunde in deiner Klasse?
ClassHelp,survey,"Helfen dir die Kinder in deiner Klasse, wenn du Hilfe brauchst?"
ClassPlay,survey,Spielen die Kinder in deiner Klasse mit dir?
ClassNice,survey,Sind die Kinder in deiner Klasse nett zu dir?
LonelySchool,survey,Fühlst du dich in der Schule einsam?
LearningGood,survey,"Bist du gut darin, in der Schule etwas zu lernen?"
SchoolGiveUp,survey,"Gibst du sofort auf, wenn dir die Schularbeit schwer fällt?"
ReadingEnjoy,survey,Macht es dir Spaß in der Schule zu lesen? 
MathEnjoy,survey,Hast du Spaß am Fach Mathe?
ReadingGood,survey,Bist du gut im Lesen?
MathGood,survey,Bist du gut in Mathe?
GrowthMindSmart,survey,"Manche Kinder glauben, dass sie schlauer werden können, wenn sie sich anstrengen. Bist du auch der Meinung, dass du schlauer werden kannst, wenn du dich anstrengst?"
GrowthMindRead,survey,"Manche Kinder glauben, dass sie besser lesen können, wenn sie sich richtig anstrengen. Bist du auch der Meinung, dass du besser lesen kannst, wenn du dich richtig anstrengst?"
GrowthMindMath,survey,"Manche Kinder glauben, dass sie in Mathematik besser werden können, wenn sie sich richtig anstrengen. Bist du auch der Meinung, dass man in Mathe besser wird, wenn man sich richtig anstrengt?"
ChildSurveyRespoonses,survey,"Nein, nie; Ja, manchmal; Ja, meistens; Ja, immer"
ToM-scene7-instruct1,theory-of-mind,"Here is Diana. This morning at school, Diana put her toy in this drawer, because she didn’t want anyone to find it."
ToM-scene7-instruct2,theory-of-mind,"But while Diana was outside, someone did find it! And moved it from inside the drawer, to inside the desk."
ToM-scene7-instruct3,theory-of-mind,So now it’s playtime and Diana wants her toy.
ToM-scene7-q1-false_belief,theory-of-mind,Where will Diana look for her toy?
ToM-scene7-q2-reality_check,theory-of-mind,And where is her toy really?
desk,theory-of-mind,In the desk
drawer,theory-of-mind,In the drawer
ToM-scene8-instruct1,theory-of-mind,"This morning when she came to school, Allie put her yellow pencil on this shelf, above the backpack shelf."
ToM-scene8-instruct2,theory-of-mind,"And then she went outside to play, see? Here’s Allie playing outside. And while she was outside playing, Allie’s yellow pencil fell down from on top of the shelf to behind the backpack shelf, see?"
ToM-scene8-instruct3,theory-of-mind,"Then Mike comes in, and Mike puts his pencil above the backpack shelf. Mike’s pencil is also yellow! But Allie is still outside playing, so she didn’t see what Mike was doing."
ToM-scene8-q1-false_belief,theory-of-mind,"Now, when Allie comes in from outside, where will she look first for her pencil?"
top,theory-of-mind,On top of the shelf above the backpack shelf
behind,theory-of-mind,Behind the backpack shelf
ToM-scene-8-instruct4,theory-of-mind,"Let’s see what she does. Oh look, here is Allie reaching for this pencil up on top of the shelf. And now Mike sees Allie reaching for that pencil... the pencil that is Mike's!"
ToM-scene-8-q2-emotion_reasoning,theory-of-mind,How do you think Mike feels about Allie reaching for that pencil?
ToM-scene-8-q3-emotion_reasoning,theory-of-mind,How do you think Mike would feel if he had not seen Allie reaching for the pencil?
ToM-scene-8-q4-false_belief,theory-of-mind,Is Allie being mean and naughty for taking Mike’s pencil?
ToM-scene-8-q5-false_belief,theory-of-mind,Should Allie get in trouble with the teacher for taking Mike’s pencil?
ToM-scene-8-q6-reality_check,theory-of-mind,Can you help Mike find his pencil? Is it on top of the shelf or behind the shelf?
ToM-scene-8-q7-reality_check,theory-of-mind,Can you help Allie find her pencil? Is it on top of the shelf or behind the shelf?
ToM-scene-9-instruct1,theory-of-mind,"This is Mark. Mark is playing a really silly game today and not saying any words all day long. Instead, Mark is drawing pictures. Mark is at the library, deciding which book he would like to read. Mom shows Mark two books, a book about cups and a book about hills."
ToM-scene-9-instruct2,theory-of-mind,"Mark draws a picture of a hill, to tell Mom that he wants to read the book about hills. But when Mark gives Mom the picture, she holds it upside-down, so that it looks like a cup!"
ToM-scene-9-q1-reality_check,theory-of-mind,What did Mark mean to draw?
hill,theory-of-mind,A hill
cup,theory-of-mind,A cup
ToM-scene-9-q2-false_belief,theory-of-mind,"When Mom sees the picture, what book will she give Mark? "
ToM-scene-9-q3-reality_check,theory-of-mind,What book does Mark really want? 
hillsbook,theory-of-mind,The book about hills
cupbook,theory-of-mind,The book about cups
ToM-scene-9-q4-emotion_reasoning,theory-of-mind,"Look, Mom realized her mistake and gave Mark the book he really wanted! How do you think Mark feels about getting the book he wanted?"
ToM-scene-10-instruct1,theory-of-mind,Teacher Sarah tells all of the kids to take one storybook from the bag that she brought. There is one storybook for every kid.
ToM-scene-10-instruct2,theory-of-mind,"Now there are two storybooks left, and Brian and Megan are the last two kids without storybooks. But when Brian goes to get his storybook, he decides to take both storybooks, even though he knows that Megan doesn’t have a storybook yet, and that everyone is only supposed to have one. Brian hides the extra storybook in his desk."
ToM-scene-10-q1-emotion_reasoning,theory-of-mind,How does Megan feel about being the only child without a storybook?
ToM-scene-10-q2-emotion_reasoning,theory-of-mind,How would Megan feel if she received a book?
ToM-scene-10-instruct3,theory-of-mind,"Teacher Sarah asks Brian, “Is there a storybook leftover, so Megan can have one?” and Brian tells Teacher Sarah, “No, there is no storybook left. They are all being used right now.”"
ToM-scene-10-q3-reality_check,theory-of-mind,Is Brian lying?
ToM-scene-10-q4-reality_check,theory-of-mind,"Is there still a storybook left, that isn’t being used right now?"
ToM-scene-10-instruct4,theory-of-mind,"Megan is sad that she doesn’t have a storybook, and asks Teacher Sarah, ""is there an extra storybook for me?"" Teacher Sarah says, “I’m so sorry Megan, but there are no storybooks left, they are all being used right now.”"
ToM-scene-10-q5-false_belief,theory-of-mind,Is Teacher Sarah lying?
ToM-scene-10-q6-reality_check,theory-of-mind,"Is there still a storybook left, that isn’t being used right now?"
ToM-scene-11-instruct1,theory-of-mind,"This is Josh. Earlier today, Josh was tidying his room. Josh put his big basketball on his desk, his medium-sized soccer ball on his table, and his small baseball down on the bottom shelf."
ToM-scene-11-instruct2,theory-of-mind,"Josh’s mom just walked in and Josh asks his mom to get one of the toys. And Josh tells his mom, “I want the small ball!”"
ToM-scene-11-q1-reference,theory-of-mind,Which ball will mom get for Josh?
ToM-scene-11-q2-reality_check,theory-of-mind,Which ball does Josh want?
baseball,theory-of-mind,The baseball
soccerball,theory-of-mind,The soccer ball
basketball,theory-of-mind,The basketball
ToM-scene-11-q3-emotion_reasoning,theory-of-mind,Josh wanted the baseball but mom gave him the soccer ball! How do you think Josh feels about receiving the wrong toy?
ToM-scene-11-q4-emotion_reasoning,theory-of-mind,How do you think Josh would feel if he had received the correct toy?
ToM-scene-12-instruct1,theory-of-mind,"This morning, Dad asked Emma what toy she would like to take to school, and Emma told him that she would like to play with her green ball at recess."
ToM-scene-12-instruct2,theory-of-mind,"Then Emma went to her room to get ready for school. While she was getting ready, she changed her mind, so she yelled to her dad, “Actually, may I please have my red ball instead?” and kept getting ready for school. But Dad did not hear Emma ask for her red ball."
ToM-scene-12-q1-false_belief,theory-of-mind,Which toy does Dad think Emma wants to bring to school?
ToM-scene-12-instruct3,theory-of-mind,"Dad didn’t hear Emma say she wants her red ball. So dad thinks Emma wants her green ball. Dad goes to pack Emma’s bag, but can’t find her green ball in the toy box! But dad finds a purple ball in the toy box, so he packs the purple ball for Emma instead."
ToM-scene-12-q2-false_belief,theory-of-mind,Does Emma know that Dad packed the purple ball?
ToM-scene-12-q3-false_belief,theory-of-mind,Which ball does Emma think Dad packed?
greenball,theory-of-mind,The green ball
redball,theory-of-mind,The red ball
purpleball,theory-of-mind,The purple ball
ToM-scene-12-instruct4,theory-of-mind,"On the way to school, Dad tells Emma, “I’m so sorry, I couldn’t pack the toy that you wanted because I couldn’t find it”."
ToM-scene-12-q4-reality_check,theory-of-mind,What toy does Emma want?
ToM-scene-12-q5-reality_check,theory-of-mind,What toy did Dad pack for Emma?
ToM-scene-12-instruct5,theory-of-mind,Emma is very happy to play with her ball.
ToM-scene13-instruct1,theory-of-mind,"Here is Gabriel. This afternoon at school, Gabriel put his pencil in his pencil box."
ToM-scene13-instruct2,theory-of-mind,"But while Gabriel was outside, someone used his pencil! After using Gabriel’s pencil, the person put the pencil in a basket."
ToM-scene13-instruct3,theory-of-mind,"So now it’s time for class, and Gabriel wants his pencil."
ToM-scene13-q1-false_belief,theory-of-mind,Where will Gabriel look for his pencil?
box,theory-of-mind,In the box
basket,theory-of-mind,In the basket
ToM-scene13-q2-reality_check,theory-of-mind,And where is his pencil really?
ToM-scene14-instruct1,theory-of-mind,"This afternoon when he came home, Bobby put his soccer ball on the table."
ToM-scene14-instruct2,theory-of-mind,"And then he went outside to play, see? Here’s Bobby playing outside. And while he was outside playing, Bobby’s soccer ball fell off the table and onto the floor."
ToM-scene14-instruct3,theory-of-mind,"Then Bobby’s sister Anna comes in. Anna also has a soccer ball! Anna puts her soccer ball on the table. Bobby is still outside playing, so he didn’t see what Anna was doing."
ToM-scene14-q1-false_belief,theory-of-mind,"Now, when Bobby comes in from outside, where will he look first for his soccer ball?"
table,theory-of-mind,On the table
floor,theory-of-mind,On the floor
ToM-scene-14-instruct4,theory-of-mind,"Let’s see what he does. Oh look, here is Bobby reaching for the soccer ball on the table. And now Anna sees Bobby reaching for that soccer ball... the soccer ball that is Anna's!"
ToM-scene-14-q2-emotion_reasoning,theory-of-mind,How do you think Anna feels about Bobby reaching for that soccer ball?
ToM-scene-14-q3-emotion_reasoning,theory-of-mind,How do you think Anna would feel if she had not seen Bobby reaching for the soccer ball?
ToM-scene-14-q4-false_belief,theory-of-mind,Is Bobby being mean and naughty for taking Anna’s soccer ball?
ToM-scene-14-q5-false_belief,theory-of-mind,Should Bobby get in trouble with their mom for taking Anna’s soccer ball?
ToM-scene-14-q6-reality_check,theory-of-mind,Can you help Anna find her soccer ball? Is it on the table or on the floor?
ToM-scene-14-q7-reality_check,theory-of-mind,Can you help Bobby find his soccer ball? Is it on the table or on the floor?
ToM-scene-15-instruct1,theory-of-mind,"Alex, Beth, and Johnny are playing a game at the park. Here's how the game goes: One kid hides, but draws a clue in the sandbox so the other kids can find them. "
ToM-scene-15-instruct2,theory-of-mind,"Johnny decides to hide behind the flower bush. He draws a clue in the sand. Johnny means to draw the flower bush, but the drawing looks like a rock instead! Then Johnny goes to hide behind the flower bush."
ToM-scene-15-q1-reality_check,theory-of-mind,What did Johnny mean to draw?
flowerbush,theory-of-mind,A flower bush
rocks,theory-of-mind,A rock
ToM-scene-15-q2-false_belief,theory-of-mind,"When Alex and Beth see this clue, where will they look first for Johnny? Behind the flower bush or behind the rock?"
ToM-scene-15-q3-reality_check,theory-of-mind,Can you help them find where Johnny really is?
behind-flowerbush,theory-of-mind,Behind the flower bush
behind-rock,theory-of-mind,Behind the rock
ToM-scene-15-q4-emotion_reasoning,theory-of-mind,"Look, Alex and Beth found Johnny, and won the game! How do you think Alex and Beth feel about winning the game?"
ToM-scene-16-instruct1,theory-of-mind,Dad tells James and Sophie to get ready for school. Dad tells them to put on their shoes.
ToM-scene-16-instruct2,theory-of-mind,Sophie can’t find one of her shoes! She’s looking everywhere but she can't find it.
ToM-scene-16-q1-emotion_reasoning,theory-of-mind,How does Sophie feel about losing her shoe? 
ToM-scene-16-q2-emotion_reasoning,theory-of-mind,How would Sophie feel if she found her shoe?
ToM-scene-16-instruct3,theory-of-mind,"Sophie can't find her shoe because earlier in the day, when no one was looking, James played a trick on Sophie and hid her shoe in the toy box."
ToM-scene-16-instruct4,theory-of-mind,"So Sophie looks everywhere and she can’t find her shoe. Dad gets mad at Sophie, because she lost her shoe and now they are late for school."
ToM-scene-16-q3-false_belief,theory-of-mind,Is it fair that Dad is mad at Sophie for losing her shoe?
ToM-scene-16-q4-reference,theory-of-mind,Is Dad mad at James?
ToM-scene-16-q5-reference,theory-of-mind,Is Sophie mad at James?
ToM-scene-16-instruct5,theory-of-mind,"When James sees that Dad is mad at Sophie, he goes to the toy box and gets the shoe, and gives it back to Sophie."
ToM-scene-16-q6-reference,theory-of-mind,Is Dad mad at Sophie now?
ToM-scene-16-q7-reference,theory-of-mind,Is Dad mad at James now?
ToM-scene-16-q8-reference,theory-of-mind,Is Sophie mad at James now?
ToM-scene-16-instruct6,theory-of-mind,"James tells Sophie that he’s very sorry, and Sophie and Dad forgive James. They all hug."
ToM-scene-17-instruct1,theory-of-mind,"This is Mika. Mika’s mom owns a bookshop, and sometimes Mika helps out. Earlier today, Mika was organizing books on tables and shelves. Mika put a very large stack of blue books on the desk, a medium-sized stack of red books on the table, and a small stack of yellow books on the shelf."
ToM-scene-17-instruct2,theory-of-mind,"Mika’s mom just walked in. Mom asks Mika for one of the books. Mika remembers where the book is, and tells mom, “The book is in the small stack!”"
ToM-scene-17-q1-reference,theory-of-mind,Which stack of books will mom look in?
ToM-scene-17-q2-reality_check,theory-of-mind,Which stack of books was Mika talking about?
bluestack,theory-of-mind,The blue stack
redstack,theory-of-mind,The red stack
yellowstack,theory-of-mind,The yellow stack
ToM-scene-17-q3-emotion_reasoning,theory-of-mind,Mom looks in the wrong stack of books and can’t find the book that she wanted. How do you think Mom feels about not finding the book she wanted?
ToM-scene-17-q4-emotion_reasoning,theory-of-mind,How do you think Mom would feel if she could find the book she wanted?
ToM-scene-18-instruct1,theory-of-mind,"George and Kat are playing together. They look outside and see a new toy shop across the street. Kat decides to go buy some new toys at the toy shop. Kat asks George what toy he would like to have, and George says he would like a new basketball."
ToM-scene-18-instruct2,theory-of-mind,"While Kat is walking to the toy shop, George changes his mind and yells to Kat, “Actually, can I please have some crayons?” But Kat did not hear George ask for crayons."
ToM-scene-18-q1-false_belief,theory-of-mind,Which toy does Kat think George wants from the toy shop?
ToM-scene-18-instruct3,theory-of-mind,"Kat didn’t hear George say that he wanted crayons. So Kat thinks George wants a basketball. Kat goes to the toy shop, but then the shop owner says that they don’t have any basketballs! But they do have storybooks, so Kat buys a storybook for George instead."
ToM-scene-18-q2-false_belief,theory-of-mind,Does George know that Kat bought a storybook?
ToM-scene-18-q3-false_belief,theory-of-mind,What does George think Kat bought at the toy shop?
basketball,theory-of-mind,A basketball
storybook,theory-of-mind,A storybook
crayons,theory-of-mind,Crayons
ToM-scene-18-instruct4,theory-of-mind,"Kat comes back and tells George, “I’m so sorry, I couldn’t buy you a basketball because the store didn’t have any.”"
ToM-scene-18-q4-reality_check,theory-of-mind,What toy does George want?
ToM-scene-18-q5-reality_check,theory-of-mind,What toy did Kat buy for George?
ToM-scene-18-instruct5,theory-of-mind,George is very happy to play with his new storybook.
inferenceInstructions2,roar-inference,Welcome to ROAR - Inference
inferenceInstructions,roar-inference,Read each story carefully. Think about what happened in the story and what you know. Choose the best answer for each question.
